transaction_id,timestamp,customer_id,device_id,merchant_id,merchant_category,transaction_type,amount,city,state,bank,status,is_fraud,fraud_type,risk_score,alert_priority
TXN04395DA0718D,2026-07-08T02:45:34.490330,CUST008227,DEV00016974,MER002546,Telecom,CARD,4592.28,Chandigarh,Chandigarh,State Bank of India,SUCCESS,0,NONE,5,LOW
TXNFA081C27E46A,2026-07-08T02:45:34.492896,CUST009846,DEV00020366,MER000660,Crypto,UPI,4927.21,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,16,LOW
TXNCDABE0C5B4F1,2026-07-08T02:45:34.496187,CUST002704,DEV00005536,MER002696,International,ATM,2648.49,Chandigarh,Chandigarh,ICICI Bank,SUCCESS,0,NONE,13,LOW
TXND188EB307D7A,2026-07-08T02:45:34.498825,CUST001847,DEV00003728,MER001777,Pharmacy,CARD,5489.21,Jaipur,Rajasthan,State Bank of India,SUCCESS,0,NONE,20,LOW
TXN46BB9A1F8871,2026-07-08T02:45:34.501175,CUST003137,DEV00006446,MER002133,Entertainment,ATM,2063.31,Chennai,Tamil Nadu,Axis Bank,SUCCESS,0,NONE,22,LOW
TXN7C176AEDB53C,2026-07-08T02:45:34.503748,CUST009604,DEV00019842,MER000132,Travel,UPI,10715.42,Bengaluru,Karnataka,Axis Bank,SUCCESS,0,NONE,20,LOW
TXN72D7C743D5F3,2026-07-08T02:45:34.506285,CUST005780,DEV00011956,MER003880,Supermarket,NET_BANKING,706.68,Indore,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,10,LOW
TXN978AD3E15A83,2026-07-08T02:45:34.508903,CUST009758,DEV00020167,MER004609,Ride Sharing,NET_BANKING,8326.67,Bengaluru,Karnataka,State Bank of India,SUCCESS,0,NONE,15,LOW
TXNEEE528042207,2026-07-08T02:45:34.511286,CUST002569,DEV00005246,MER003001,Charity,NET_BANKING,3833.73,Mumbai,Maharashtra,ICICI Bank,SUCCESS,0,NONE,13,LOW
TXNF2025C9C87B6,2026-07-08T02:45:34.513853,CUST005291,DEV00010929,MER002775,Charity,ATM,2339.13,Chennai,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,24,LOW
TXN08C7AAC400BC,2026-07-08T02:45:34.516420,CUST005167,DEV00010679,MER003126,App Store,NET_BANKING,12477.63,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,22,LOW
TXN72EBFDF164A5,2026-07-08T02:45:34.518981,CUST005090,DEV00010529,MER001320,Hotels,NET_BANKING,3096.92,Pune,Maharashtra,HDFC Bank,SUCCESS,0,NONE,21,LOW
TXN6254CD17D967,2026-07-08T02:45:34.521302,CUST000772,DEV00001555,MER004384,Food Delivery,NET_BANKING,3300.94,Visakhapatnam,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,14,LOW
TXN12DC96E28D0E,2026-07-08T02:45:34.523854,CUST008915,DEV00018409,MER004337,Luxury,NET_BANKING,1663.85,Kochi,Kerala,Axis Bank,SUCCESS,0,NONE,22,LOW
TXN5CF4C49EAAB4,2026-07-08T02:45:34.526556,CUST002255,DEV00004592,MER001810,Telecom,CARD,13046.41,Kochi,Kerala,Axis Bank,SUCCESS,0,NONE,5,LOW
TXN09B1229F40C5,2026-07-08T02:45:34.529094,CUST003672,DEV00007581,MER002938,Streaming,ATM,4245.92,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,21,LOW
TXNE3AA64111889,2026-07-08T02:45:34.531443,CUST008138,DEV00016806,MER004710,App Store,ATM,2867.63,Warangal,Telangana,Axis Bank,SUCCESS,0,NONE,10,LOW
TXND1E9F122FAB4,2026-07-08T02:45:34.533975,CUST002796,DEV00005724,MER001146,Food Delivery,CARD,6505.95,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,24,LOW
TXNFD7EAC818772,2026-07-08T02:45:34.536509,CUST002060,DEV00004160,MER004438,E-Commerce,ATM,5786.23,Chandigarh,Chandigarh,Axis Bank,SUCCESS,0,NONE,24,LOW
TXN3C1E00248DCC,2026-07-08T02:45:34.539041,CUST009930,DEV00020550,MER001516,Gaming,NET_BANKING,3793.55,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,7,LOW
TXNFC6ABC56C4FF,2026-07-08T02:45:34.541423,CUST006338,DEV00013083,MER002225,Telecom,CARD,1574.97,Bengaluru,Karnataka,ICICI Bank,SUCCESS,0,NONE,22,LOW
TXNDCB90C12063B,2026-07-08T02:45:34.543945,CUST003272,DEV00006734,MER002300,Airlines,UPI,7952.99,Hyderabad,Telangana,State Bank of India,SUCCESS,0,NONE,11,LOW
TXN40BA617B633D,2026-07-08T02:45:34.546500,CUST008978,DEV00018539,MER003791,Ride Sharing,CARD,3266.35,Vijayawada,Andhra Pradesh,Axis Bank,SUCCESS,0,NONE,20,LOW
TXN923E296C38EC,2026-07-08T02:45:34.549043,CUST000627,DEV00001264,MER000447,E-Commerce,UPI,2417.87,Ahmedabad,Gujarat,State Bank of India,SUCCESS,0,NONE,9,LOW
TXNF9AC9E214AAC,2026-07-08T02:45:34.551544,CUST003957,DEV00008171,MER001294,Ride Sharing,UPI,15387.36,Pune,Maharashtra,Axis Bank,SUCCESS,0,NONE,15,LOW
TXN3F73DF4E8A4D,2026-07-08T02:45:34.554087,CUST000838,DEV00001679,MER000552,Charity,UPI,3582.21,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,15,LOW
TXNF13F6E8314DF,2026-07-08T02:45:34.556798,CUST002628,DEV00005369,MER004064,Supermarket,UPI,1902.66,Vijayawada,Andhra Pradesh,ICICI Bank,SUCCESS,0,NONE,21,LOW
TXN53D6CA7B736E,2026-07-08T02:45:34.559369,CUST009306,DEV00019231,MER003909,App Store,UPI,4073.58,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,6,LOW
TXN975871A04BF8,2026-07-08T02:45:34.561694,CUST004121,DEV00008503,MER000353,Fuel,NET_BANKING,3114.85,Delhi,Delhi,HDFC Bank,SUCCESS,0,NONE,9,LOW
TXN8BF9376B0E68,2026-07-08T02:45:34.564238,CUST008853,DEV00018277,MER003911,Streaming,NET_BANKING,18506.71,Coimbatore,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,6,LOW
TXN124CBE90D4BA,2026-07-08T02:45:34.566771,CUST005811,DEV00012028,MER004573,Telecom,CARD,2533.53,Bhubaneswar,Odisha,Canara Bank,SUCCESS,0,NONE,20,LOW
TXN096096E3954B,2026-07-08T02:45:34.569319,CUST005892,DEV00012201,MER002469,International,CARD,2982.26,Hyderabad,Telangana,State Bank of India,SUCCESS,0,NONE,6,LOW
TXNDDE79921F13D,2026-07-08T02:45:34.571648,CUST004442,DEV00009180,MER000939,Streaming,NET_BANKING,143.96,Chennai,Tamil Nadu,ICICI Bank,SUCCESS,0,NONE,17,LOW
TXN3F453621C808,2026-07-08T02:45:34.574657,CUST003426,DEV00007071,MER004062,E-Commerce,UPI,1787.85,Kolkata,West Bengal,Axis Bank,SUCCESS,0,NONE,21,LOW
TXN18C200D2E7DE,2026-07-08T02:45:34.577236,CUST006864,DEV00014188,MER002216,Crypto,CARD,2997.02,Ahmedabad,Gujarat,State Bank of India,SUCCESS,0,NONE,23,LOW
TXND2A12E341457,2026-07-08T02:45:34.579799,CUST006282,DEV00012978,MER004178,International,UPI,12086.43,Bhubaneswar,Odisha,State Bank of India,SUCCESS,0,NONE,16,LOW
TXN28C7D118F2B9,2026-07-08T02:45:34.582352,CUST003119,DEV00006409,MER002483,International,UPI,28552.06,Kolkata,West Bengal,ICICI Bank,SUCCESS,0,NONE,7,LOW
TXNB5F5EBF5278C,2026-07-08T02:45:34.584892,CUST008326,DEV00017183,MER000877,Streaming,NET_BANKING,1695.25,Visakhapatnam,Andhra Pradesh,Canara Bank,SUCCESS,1,NEW_DEVICE,94,HIGH
TXN4D6B3C1E918E,2026-07-08T02:45:34.587426,CUST009336,DEV00019296,MER004828,Ride Sharing,NET_BANKING,1507.16,Coimbatore,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,20,LOW
TXN8523A035A4A6,2026-07-08T02:45:34.589888,CUST006298,DEV00013006,MER001587,Crypto,NET_BANKING,2506.54,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,7,LOW
TXN3FD9C123910C,2026-07-08T02:45:34.592458,CUST007489,DEV00015494,MER000459,Telecom,CARD,5796.58,Pune,Maharashtra,State Bank of India,SUCCESS,0,NONE,25,LOW
TXNC250A02085FC,2026-07-08T02:45:34.594986,CUST004494,DEV00009283,MER003086,Telecom,NET_BANKING,3271.43,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,22,LOW
TXN190281F9CEDE,2026-07-08T02:45:34.597545,CUST006757,DEV00013978,MER001749,Food Delivery,UPI,9581.6,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,0,NONE,18,LOW
TXN8856EF4FCFBC,2026-07-08T02:45:34.600094,CUST003029,DEV00006225,MER003414,Fuel,ATM,4671.43,Jaipur,Rajasthan,ICICI Bank,SUCCESS,0,NONE,6,LOW
TXNC093443A6453,2026-07-08T02:45:34.602616,CUST002545,DEV00005194,MER003133,E-Commerce,UPI,3868.48,Ahmedabad,Gujarat,ICICI Bank,SUCCESS,0,NONE,13,LOW
TXN5EA5E0AB04BA,2026-07-08T02:45:34.605245,CUST000253,DEV00000520,MER000833,Jewellery,UPI,4851.38,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,7,LOW
TXN2F5EE3D302F3,2026-07-08T02:45:34.607579,CUST006513,DEV00013469,MER000225,App Store,ATM,2201.73,Coimbatore,Tamil Nadu,ICICI Bank,SUCCESS,0,NONE,7,LOW
TXN98A74179C50E,2026-07-08T02:45:34.610139,CUST003706,DEV00007650,MER000228,Food Delivery,ATM,4358.48,Bengaluru,Karnataka,State Bank of India,SUCCESS,0,NONE,21,LOW
TXN82C6637ACF64,2026-07-08T02:45:34.612441,CUST001287,DEV00002614,MER002076,Telecom,NET_BANKING,1328.16,Visakhapatnam,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,12,LOW
TXN6B20BB8A8E8C,2026-07-08T02:45:34.615012,CUST005160,DEV00010663,MER001440,Grocery,CARD,5439.34,Indore,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,11,LOW
TXN85CBF287B14B,2026-07-08T02:45:34.617558,CUST009093,DEV00018788,MER001535,E-Commerce,UPI,6621.65,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,12,LOW
TXN31012C6A5EB7,2026-07-08T02:45:34.620245,CUST005762,DEV00011914,MER000529,Fuel,ATM,982.66,Coimbatore,Tamil Nadu,ICICI Bank,SUCCESS,0,NONE,10,LOW
TXN81C093BE398E,2026-07-08T02:45:34.622830,CUST008508,DEV00017532,MER004423,Grocery,UPI,9560.42,Vijayawada,Andhra Pradesh,Axis Bank,SUCCESS,0,NONE,22,LOW
TXNCDB78A807299,2026-07-08T02:45:34.625158,CUST004180,DEV00008635,MER003077,Streaming,ATM,1231.68,Nagpur,Maharashtra,Axis Bank,SUCCESS,0,NONE,8,LOW
TXN4CBB297009A0,2026-07-08T02:45:34.627690,CUST000319,DEV00000653,MER000656,Food Delivery,NET_BANKING,1986.09,Chennai,Tamil Nadu,Axis Bank,SUCCESS,0,NONE,23,LOW
TXN2E22AA78416E,2026-07-08T02:45:34.630016,CUST007896,DEV00016319,MER002467,App Store,ATM,1578.86,Bhubaneswar,Odisha,State Bank of India,SUCCESS,0,NONE,19,LOW
TXNF2E8326B45CA,2026-07-08T02:45:34.632384,CUST009864,DEV00020408,MER001035,Fuel,CARD,3089.09,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,18,LOW
TXNC9745B6C0A7A,2026-07-08T02:45:34.634935,CUST002393,DEV00004880,MER001491,Fuel,NET_BANKING,4357.54,Pune,Maharashtra,HDFC Bank,SUCCESS,0,NONE,10,LOW
TXNFD6289C384C8,2026-07-08T02:45:34.637647,CUST001412,DEV00002867,MER004921,International,ATM,3716.22,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,22,LOW
TXNFEF5F6E643C9,2026-07-08T02:45:34.640000,CUST004439,DEV00009176,MER003683,Ride Sharing,NET_BANKING,4406.92,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,15,LOW
TXNADCEA3D9D8EC,2026-07-08T02:45:34.642535,CUST006776,DEV00014015,MER001543,Ride Sharing,NET_BANKING,4959.67,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,22,LOW
TXN3F644B045909,2026-07-08T02:45:34.645083,CUST008389,DEV00017301,MER004597,Fuel,UPI,4602.3,Kolkata,West Bengal,State Bank of India,SUCCESS,0,NONE,19,LOW
TXNB7FCB5B6C2B4,2026-07-08T02:45:34.647601,CUST008039,DEV00016612,MER000055,Jewellery,UPI,1306.81,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,15,LOW
TXN21F1429AE0A8,2026-07-08T02:45:34.649919,CUST003243,DEV00006661,MER004467,Ride Sharing,ATM,2291.13,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,0,NONE,15,LOW
TXN050C9EB2336C,2026-07-08T02:45:34.652521,CUST005704,DEV00011794,MER001650,Telecom,NET_BANKING,22497.79,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,18,LOW
TXN26C9BAAA84BD,2026-07-08T02:45:34.655051,CUST005149,DEV00010644,MER000296,Streaming,CARD,2060.55,Hyderabad,Telangana,State Bank of India,SUCCESS,0,NONE,18,LOW
TXND300FA860BB3,2026-07-08T02:45:34.657603,CUST004272,DEV00008820,MER002274,E-Commerce,ATM,3955.68,Jaipur,Rajasthan,HDFC Bank,SUCCESS,0,NONE,15,LOW
TXNAA75C74F18AD,2026-07-08T02:45:34.660134,CUST008426,DEV00017378,MER003550,App Store,UPI,2294.33,Kolkata,West Bengal,ICICI Bank,SUCCESS,0,NONE,23,LOW
TXN99E101E47EC3,2026-07-08T02:45:34.662691,CUST007576,DEV00015659,MER000948,Streaming,UPI,3704.44,Mumbai,Maharashtra,HDFC Bank,SUCCESS,0,NONE,17,LOW
TXN3EE694043FCF,2026-07-08T02:45:34.665033,CUST004485,DEV00009263,MER001505,Telecom,ATM,4758.61,Ahmedabad,Gujarat,ICICI Bank,SUCCESS,0,NONE,13,LOW
TXN4C9B71BC53D5,2026-07-08T02:45:34.667739,CUST000065,DEV00000140,MER004285,Streaming,ATM,9290.12,Kochi,Kerala,Axis Bank,SUCCESS,0,NONE,19,LOW
TXNFDE9994F5359,2026-07-08T02:45:34.670287,CUST005479,DEV00011327,MER004509,Jewellery,CARD,10331.35,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,17,LOW
TXN305CC1C132AE,2026-07-08T02:45:34.672817,CUST005969,DEV00012349,MER003741,Supermarket,ATM,2312.79,Nagpur,Maharashtra,State Bank of India,SUCCESS,1,VELOCITY,88,HIGH
TXN7BB8480543C8,2026-07-08T02:45:34.675153,CUST009249,DEV00019111,MER003492,Entertainment,NET_BANKING,1742.42,Indore,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,24,LOW
TXN7186B00EC566,2026-07-08T02:45:34.677465,CUST004843,DEV00010026,MER003031,Entertainment,ATM,24179.19,Visakhapatnam,Andhra Pradesh,HDFC Bank,SUCCESS,1,NEW_DEVICE,82,MEDIUM
TXN764D834AC380,2026-07-08T02:45:34.679992,CUST000618,DEV00001243,MER000940,App Store,ATM,5434.5,Kochi,Kerala,State Bank of India,SUCCESS,0,NONE,14,LOW
TXNF39B1410D361,2026-07-08T02:45:34.682427,CUST003660,DEV00007559,MER004010,Food Delivery,NET_BANKING,4969.21,Indore,Madhya Pradesh,State Bank of India,SUCCESS,1,VELOCITY,91,HIGH
TXN8AB81BC857F4,2026-07-08T02:45:34.684789,CUST007628,DEV00015771,MER000288,Grocery,CARD,1567.7,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,15,LOW
TXNA2DB29282387,2026-07-08T02:45:34.687326,CUST002650,DEV00005412,MER000461,Travel,UPI,1860.72,Bhopal,Madhya Pradesh,Axis Bank,SUCCESS,1,IMPOSSIBLE_TRAVEL,96,CRITICAL
TXN6B499D05FA48,2026-07-08T02:45:34.689649,CUST007305,DEV00015120,MER001090,Streaming,ATM,1445.73,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,21,LOW
TXN21CA29C01701,2026-07-08T02:45:34.692228,CUST003346,DEV00006896,MER004723,Fuel,ATM,1929.07,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,23,LOW
TXN86370FEA371D,2026-07-08T02:45:34.694776,CUST007610,DEV00015732,MER002118,Charity,UPI,2342.24,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,6,LOW
TXN39CB4F18B0F0,2026-07-08T02:45:34.697323,CUST003215,DEV00006604,MER002907,Fuel,CARD,1665.63,Nagpur,Maharashtra,State Bank of India,SUCCESS,0,NONE,9,LOW
TXN63FDD8AA0BA7,2026-07-08T02:45:34.700106,CUST002593,DEV00005299,MER003513,E-Commerce,ATM,985.15,Thiruvananthapuram,Kerala,HDFC Bank,SUCCESS,0,NONE,16,LOW
TXN7159DC3B2657,2026-07-08T02:45:34.702659,CUST005164,DEV00010671,MER001845,Hotels,UPI,795.24,Visakhapatnam,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,12,LOW
TXNC25C15CF8773,2026-07-08T02:45:34.705233,CUST005797,DEV00011991,MER003030,Streaming,ATM,44076.58,Bengaluru,Karnataka,HDFC Bank,SUCCESS,0,NONE,14,LOW
TXNDD41C26F3631,2026-07-08T02:45:34.707555,CUST002388,DEV00004868,MER003732,App Store,UPI,3228.1,Delhi,Delhi,HDFC Bank,SUCCESS,0,NONE,17,LOW
TXN020E770AC1C1,2026-07-08T02:45:34.709858,CUST001321,DEV00002689,MER002046,Grocery,CARD,625.39,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,11,LOW
TXN09DFF9B65805,2026-07-08T02:45:34.712193,CUST004663,DEV00009636,MER002697,Luxury,UPI,2516.56,Mumbai,Maharashtra,HDFC Bank,SUCCESS,0,NONE,15,LOW
TXNAA8F02E8111C,2026-07-08T02:45:34.714929,CUST009046,DEV00018687,MER002117,Streaming,CARD,3353.58,Bhubaneswar,Odisha,Axis Bank,SUCCESS,0,NONE,10,LOW
TXND2A2B8F924B1,2026-07-08T02:45:34.717281,CUST002923,DEV00005992,MER003896,Ride Sharing,NET_BANKING,1882.91,Chandigarh,Chandigarh,Axis Bank,SUCCESS,0,NONE,23,LOW
TXN9BBC6F905543,2026-07-08T02:45:34.719607,CUST008166,DEV00016858,MER004462,Supermarket,ATM,2861.35,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,8,LOW
TXNF32E5AB5482B,2026-07-08T02:45:34.722172,CUST004390,DEV00009073,MER002281,Streaming,NET_BANKING,3612.13,Indore,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,14,LOW
TXN5EA5E4430F3B,2026-07-08T02:45:34.724765,CUST004806,DEV00009947,MER003268,Food Delivery,NET_BANKING,1757.29,Kochi,Kerala,ICICI Bank,SUCCESS,1,HIGH_RISK_MERCHANT,87,HIGH
TXNB3F299D5469A,2026-07-08T02:45:34.727333,CUST000639,DEV00001286,MER002328,App Store,ATM,1849.09,Thiruvananthapuram,Kerala,Punjab National Bank,SUCCESS,0,NONE,6,LOW
TXN5FD85F521E68,2026-07-08T02:45:34.730133,CUST009452,DEV00019519,MER003524,Food Delivery,NET_BANKING,7195.17,Jaipur,Rajasthan,State Bank of India,FAILED,0,NONE,15,LOW
TXN2F0E20708310,2026-07-08T02:45:34.732715,CUST005090,DEV00010530,MER003626,Entertainment,UPI,4121.38,Pune,Maharashtra,HDFC Bank,SUCCESS,0,NONE,18,LOW
TXN4CAE8F1D9585,2026-07-08T02:45:34.735030,CUST001796,DEV00003617,MER002083,App Store,ATM,3327.77,Ahmedabad,Gujarat,State Bank of India,SUCCESS,0,NONE,8,LOW
TXNE6B20162B8D3,2026-07-08T02:45:34.737351,CUST006782,DEV00014026,MER001555,Electronics,NET_BANKING,519.02,Nagpur,Maharashtra,HDFC Bank,SUCCESS,0,NONE,12,LOW
TXN269044722C19,2026-07-08T02:45:34.739897,CUST000393,DEV00000796,MER000139,Airlines,UPI,2123.45,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,24,LOW
TXNA8F069E4FC1C,2026-07-08T02:45:34.742221,CUST002668,DEV00005449,MER002588,Fuel,NET_BANKING,2718.66,Indore,Madhya Pradesh,Punjab National Bank,SUCCESS,0,NONE,25,LOW
TXNAD04FCCCCAB1,2026-07-08T02:45:34.744521,CUST001136,DEV00002299,MER004837,Fuel,NET_BANKING,2455.89,Mumbai,Maharashtra,ICICI Bank,SUCCESS,0,NONE,17,LOW
TXN048F9FCEBA9C,2026-07-08T02:45:34.747081,CUST009310,DEV00019239,MER002613,Crypto,CARD,3955.86,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,21,LOW
TXNF4581120742F,2026-07-08T02:45:34.749420,CUST007194,DEV00014893,MER004118,Ride Sharing,ATM,7222.18,Jaipur,Rajasthan,State Bank of India,SUCCESS,1,HIGH_RISK_MERCHANT,79,MEDIUM
TXNF36AF2B36C44,2026-07-08T02:45:34.751963,CUST003997,DEV00008257,MER002774,Airlines,ATM,970.42,Bengaluru,Karnataka,Axis Bank,SUCCESS,0,NONE,12,LOW
TXNBAA14126FD1C,2026-07-08T02:45:34.754300,CUST006458,DEV00013347,MER000272,Streaming,ATM,7441.6,Visakhapatnam,Andhra Pradesh,ICICI Bank,SUCCESS,0,NONE,17,LOW
TXN23DDD5DF446F,2026-07-08T02:45:34.756854,CUST002249,DEV00004575,MER004897,Gaming,CARD,6963.8,Warangal,Telangana,State Bank of India,SUCCESS,0,NONE,24,LOW
TXNF42E4AC48EA3,2026-07-08T02:45:34.759406,CUST001974,DEV00003988,MER000172,Telecom,CARD,2878.22,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,7,LOW
TXNCC3974D4D772,2026-07-08T02:45:34.762279,CUST005068,DEV00010485,MER000344,App Store,NET_BANKING,10824.99,Indore,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,14,LOW
TXN76DD6CAD91DE,2026-07-08T02:45:34.764912,CUST003278,DEV00006747,MER000639,Streaming,CARD,864.69,Bhubaneswar,Odisha,ICICI Bank,SUCCESS,0,NONE,9,LOW
TXN99109C0CBC9B,2026-07-08T02:45:34.767507,CUST008131,DEV00016790,MER002378,Fuel,CARD,1640.86,Jaipur,Rajasthan,State Bank of India,SUCCESS,0,NONE,7,LOW
TXN8653E8160A66,2026-07-08T02:45:34.770045,CUST002806,DEV00005738,MER003355,App Store,UPI,2517.29,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,0,NONE,6,LOW
TXNB2D757C38573,2026-07-08T02:45:34.772593,CUST009327,DEV00019279,MER003381,App Store,CARD,2681.93,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,13,LOW
TXNCB8739E40141,2026-07-08T02:45:34.775137,CUST007376,DEV00015270,MER002411,Pharmacy,ATM,1366.32,Bhopal,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,21,LOW
TXN37A8D0AB9F23,2026-07-08T02:45:34.777506,CUST007233,DEV00014974,MER001095,Telecom,CARD,1152.47,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,9,LOW
TXN52A02A809853,2026-07-08T02:45:34.779816,CUST004252,DEV00008782,MER004823,Grocery,ATM,3380.15,Visakhapatnam,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,20,LOW
TXNAD482DF2F377,2026-07-08T02:45:34.782416,CUST001754,DEV00003534,MER002200,Streaming,ATM,3512.68,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,20,LOW
TXN651F6253E10E,2026-07-08T02:45:34.784958,CUST000323,DEV00000659,MER003749,Streaming,ATM,2944.62,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,23,LOW
TXN509A2EED34B7,2026-07-08T02:45:34.787485,CUST000576,DEV00001160,MER003473,Pharmacy,ATM,15459.75,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,24,LOW
TXN88068169B203,2026-07-08T02:45:34.789820,CUST005761,DEV00011912,MER004580,Telecom,CARD,596.63,Chennai,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,21,LOW
TXNCA21ECE4405D,2026-07-08T02:45:34.792591,CUST008326,DEV00017183,MER001251,Entertainment,UPI,1283.53,Visakhapatnam,Andhra Pradesh,Canara Bank,SUCCESS,0,NONE,7,LOW
TXN43BD16271615,2026-07-08T02:45:34.794977,CUST000495,DEV00000995,MER003001,Charity,CARD,1749.98,Vijayawada,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,18,LOW
TXN4AF22D942892,2026-07-08T02:45:34.797531,CUST005416,DEV00011195,MER004782,Fuel,NET_BANKING,4587.04,Thiruvananthapuram,Kerala,State Bank of India,SUCCESS,0,NONE,23,LOW
TXN2B44A7A99C4C,2026-07-08T02:45:34.799868,CUST000709,DEV00001428,MER000188,Food Delivery,NET_BANKING,777.15,Kochi,Kerala,ICICI Bank,SUCCESS,0,NONE,18,LOW
TXN7FCA2BED1B4B,2026-07-08T02:45:34.802198,CUST008860,DEV00018289,MER001647,App Store,UPI,1236.28,Indore,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,16,LOW
TXN3C5C24C01A5C,2026-07-08T02:45:34.804754,CUST002277,DEV00004636,MER003862,Pharmacy,NET_BANKING,4155.36,Mumbai,Maharashtra,ICICI Bank,SUCCESS,0,NONE,16,LOW
TXNFDB38E129D48,2026-07-08T02:45:34.807282,CUST008307,DEV00017152,MER002997,Airlines,ATM,1903.46,Chandigarh,Chandigarh,Axis Bank,SUCCESS,0,NONE,5,LOW
TXN5BD68E60B6F9,2026-07-08T02:45:34.810466,CUST004820,DEV00009978,MER001727,Ride Sharing,UPI,3533.76,Thiruvananthapuram,Kerala,Canara Bank,SUCCESS,0,NONE,10,LOW
TXN3C0C5B48FBD6,2026-07-08T02:45:34.813061,CUST008483,DEV00017482,MER001248,Entertainment,NET_BANKING,472.74,Ahmedabad,Gujarat,ICICI Bank,SUCCESS,0,NONE,24,LOW
TXNFD22C4BD4FC6,2026-07-08T02:45:34.815644,CUST004810,DEV00009958,MER002831,Ride Sharing,UPI,3499.51,Warangal,Telangana,State Bank of India,SUCCESS,0,NONE,19,LOW
TXNA9EDAB78EB0F,2026-07-08T02:45:34.818177,CUST000187,DEV00000377,MER002785,Ride Sharing,UPI,4347.05,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,19,LOW
TXN4B9121BCD5DF,2026-07-08T02:45:34.820752,CUST007122,DEV00014746,MER003123,Luxury,UPI,1404.22,Jaipur,Rajasthan,State Bank of India,SUCCESS,1,HIGH_RISK_MERCHANT,82,MEDIUM
TXN3035C1D58D4A,2026-07-08T02:45:34.823319,CUST008972,DEV00018529,MER004838,Telecom,NET_BANKING,17753.09,Coimbatore,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,16,LOW
TXNA84973C5666B,2026-07-08T02:45:34.825932,CUST008957,DEV00018504,MER001677,App Store,NET_BANKING,4867.85,Kolkata,West Bengal,State Bank of India,SUCCESS,0,NONE,7,LOW
TXN25DB15336AE0,2026-07-08T02:45:34.828463,CUST000825,DEV00001655,MER002209,Fuel,UPI,3913.62,Chennai,Tamil Nadu,Axis Bank,SUCCESS,0,NONE,6,LOW
