transaction_id,timestamp,customer_id,device_id,merchant_id,merchant_category,transaction_type,amount,city,state,bank,status,is_fraud,fraud_type,risk_score
TXN23456314CE74,2026-07-08T03:40:52.441877,CUST004117,DEV00008497,MER002828,E-Commerce,NET_BANKING,2109.09,Bengaluru,Karnataka,Axis Bank,SUCCESS,0,NONE,15
TXN656372781C90,2026-07-08T03:40:53.455883,CUST004116,DEV00008496,MER002211,Fuel,CARD,7281.13,Chandigarh,Chandigarh,Axis Bank,SUCCESS,1,IMPOSSIBLE_TRAVEL,92
TXN6C96916CEF26,2026-07-08T03:40:54.491557,CUST004858,DEV00010055,MER004416,Fuel,CARD,2019.22,Bengaluru,Karnataka,Axis Bank,SUCCESS,0,NONE,7
TXN663E40DCFA46,2026-07-08T03:40:55.513041,CUST009641,DEV00019927,MER004927,Grocery,ATM,18758.18,Bhubaneswar,Odisha,HDFC Bank,SUCCESS,0,NONE,19
TXNF10A155AB053,2026-07-08T03:40:56.522178,CUST003189,DEV00006547,MER002979,Food Delivery,NET_BANKING,3107.11,Indore,Madhya Pradesh,ICICI Bank,SUCCESS,0,NONE,12
TXN42EA12CB06C0,2026-07-08T03:40:57.528799,CUST000355,DEV00000724,MER001548,International,NET_BANKING,4168.82,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,17
TXN3B171A8EF87E,2026-07-08T03:40:58.545162,CUST001144,DEV00002315,MER000540,Fuel,NET_BANKING,3191.37,Jaipur,Rajasthan,HDFC Bank,SUCCESS,0,NONE,9
TXN4957A6BEB1A4,2026-07-08T03:40:59.553745,CUST009370,DEV00019368,MER004371,Electronics,UPI,2479.63,Warangal,Telangana,Indian Bank,SUCCESS,0,NONE,8
TXNF7887321828C,2026-07-08T03:41:00.560428,CUST000769,DEV00001550,MER001005,International,UPI,1715.56,Indore,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,8
TXNE96ABF485392,2026-07-08T03:41:01.571265,CUST000797,DEV00001602,MER002516,Pharmacy,CARD,1896.93,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,7
TXN100E44D6951C,2026-07-08T03:41:02.579640,CUST005088,DEV00010526,MER004708,Travel,UPI,2753.37,Chandigarh,Chandigarh,ICICI Bank,SUCCESS,0,NONE,11
TXN76B55DB6C848,2026-07-08T03:41:03.586931,CUST007516,DEV00015549,MER004025,Telecom,ATM,2108.01,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,18
TXN29EAF8055778,2026-07-08T03:41:04.596966,CUST003756,DEV00007749,MER003020,Streaming,UPI,117.42,Coimbatore,Tamil Nadu,ICICI Bank,SUCCESS,0,NONE,11
TXN3CCB8C8E6040,2026-07-08T03:41:05.609110,CUST002868,DEV00005875,MER001449,Ride Sharing,ATM,11835.48,Coimbatore,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,19
TXNABBF2143155E,2026-07-08T03:41:06.619700,CUST008742,DEV00018042,MER002032,Ride Sharing,CARD,4965.84,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,1,NEW_DEVICE,82
TXN4A13873A7208,2026-07-08T03:41:07.635065,CUST001318,DEV00002683,MER002432,Pharmacy,UPI,4721.19,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,16
TXN4551F880029C,2026-07-08T03:41:08.643853,CUST001317,DEV00002679,MER004130,Electronics,ATM,6719.15,Hyderabad,Telangana,ICICI Bank,FAILED,0,NONE,5
TXN3BDF8AAD06E1,2026-07-08T03:41:09.651036,CUST006020,DEV00012455,MER001360,Food Delivery,CARD,7778.24,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,8
TXN331BAB24FF63,2026-07-08T03:41:10.656958,CUST006719,DEV00013888,MER001494,Ride Sharing,CARD,16005.77,Delhi,Delhi,HDFC Bank,SUCCESS,0,NONE,21
TXN71D856A38541,2026-07-08T03:41:11.663895,CUST006189,DEV00012784,MER002771,Supermarket,CARD,2331.42,Chandigarh,Chandigarh,ICICI Bank,SUCCESS,0,NONE,11
TXN4C04EF8EBE18,2026-07-08T03:41:12.670406,CUST008764,DEV00018087,MER002799,Fuel,UPI,2765.05,Chennai,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,9
TXNB6305EBC2C46,2026-07-08T03:41:13.679997,CUST005634,DEV00011647,MER004041,Pharmacy,NET_BANKING,5957.47,Chennai,Tamil Nadu,Axis Bank,SUCCESS,0,NONE,7
TXN5F903F21614E,2026-07-08T03:41:14.690881,CUST001379,DEV00002806,MER003073,Charity,NET_BANKING,1042.1,Indore,Madhya Pradesh,ICICI Bank,SUCCESS,0,NONE,19
TXNE221F832E5A5,2026-07-08T03:41:15.697309,CUST006653,DEV00013761,MER002788,Jewellery,ATM,6716.3,Bhubaneswar,Odisha,Axis Bank,SUCCESS,0,NONE,11
TXN350FDC890769,2026-07-08T03:41:16.706833,CUST008283,DEV00017100,MER004976,App Store,NET_BANKING,15373.73,Pune,Maharashtra,HDFC Bank,SUCCESS,0,NONE,13
TXNE90B9A452692,2026-07-08T03:41:17.722103,CUST000651,DEV00001309,MER000367,Pharmacy,ATM,8912.67,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,23
TXND0AE444C256A,2026-07-08T03:41:18.732678,CUST005110,DEV00010567,MER002315,Gaming,NET_BANKING,3440.16,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,0,NONE,20
TXN0B00C99E4F96,2026-07-08T03:41:19.743048,CUST000944,DEV00001904,MER003910,International,ATM,1816.45,Visakhapatnam,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,13
TXN66B6AF649436,2026-07-08T03:41:20.755767,CUST009002,DEV00018589,MER002075,Supermarket,NET_BANKING,3229.8,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,18
TXN1AD05F17E078,2026-07-08T03:41:21.767571,CUST004182,DEV00008638,MER002157,Ride Sharing,CARD,2221.48,Coimbatore,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,25
TXN5439C76D0BF8,2026-07-08T03:41:22.777371,CUST002932,DEV00006013,MER000923,Gaming,UPI,4884.55,Vijayawada,Andhra Pradesh,Axis Bank,SUCCESS,0,NONE,21
TXNC15EE9316656,2026-07-08T03:41:23.788158,CUST005940,DEV00012295,MER004351,Crypto,NET_BANKING,2326.87,Chandigarh,Chandigarh,State Bank of India,SUCCESS,0,NONE,25
TXN3D85A37FB9A9,2026-07-08T03:41:24.799639,CUST008964,DEV00018516,MER004465,Ride Sharing,NET_BANKING,4366.66,Jaipur,Rajasthan,HDFC Bank,SUCCESS,0,NONE,15
TXN2097AFDD9DC5,2026-07-08T03:41:25.807416,CUST005256,DEV00010860,MER004762,Streaming,ATM,6295.87,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,7
TXN9ADCC0333D37,2026-07-08T03:41:26.818071,CUST003689,DEV00007618,MER004646,Hotels,CARD,2349.84,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,15
TXN7557B2F6D4F0,2026-07-08T03:41:27.827495,CUST002745,DEV00005622,MER003955,Fuel,UPI,5300.07,Indore,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,15
TXND93DAFF644DE,2026-07-08T03:41:28.834572,CUST002146,DEV00004342,MER003332,Telecom,CARD,1967.61,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,12
TXN22897AB8A86C,2026-07-08T03:41:29.843779,CUST004516,DEV00009318,MER003771,Streaming,UPI,2592.86,Chandigarh,Chandigarh,Punjab National Bank,SUCCESS,0,NONE,21
TXN2D1F91DD1A25,2026-07-08T03:41:30.856093,CUST006153,DEV00012715,MER002350,Electronics,CARD,4236.43,Bhopal,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,24
TXNA43F1A39EAAA,2026-07-08T03:41:31.865646,CUST002679,DEV00005473,MER002085,Streaming,UPI,3306.85,Bhubaneswar,Odisha,ICICI Bank,SUCCESS,0,NONE,18
TXNE706C2FFDFD9,2026-07-08T03:41:32.878238,CUST003215,DEV00006604,MER001267,Charity,NET_BANKING,1492.56,Nagpur,Maharashtra,State Bank of India,SUCCESS,0,NONE,6
TXN7B4E0E04FB5E,2026-07-08T03:41:33.891141,CUST008636,DEV00017801,MER004763,Hotels,ATM,7119.4,Vijayawada,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,18
TXN8C06CE7C3D7B,2026-07-08T03:41:34.901374,CUST004460,DEV00009217,MER004822,Crypto,UPI,1714.97,Warangal,Telangana,ICICI Bank,SUCCESS,0,NONE,15
TXN8BC8160FFE62,2026-07-08T03:41:35.912925,CUST005536,DEV00011450,MER001072,E-Commerce,ATM,1005.03,Ahmedabad,Gujarat,ICICI Bank,SUCCESS,1,IMPOSSIBLE_TRAVEL,92
TXN54B56C612397,2026-07-08T03:41:36.920149,CUST003017,DEV00006202,MER002724,Food Delivery,UPI,949.91,Chandigarh,Chandigarh,ICICI Bank,SUCCESS,0,NONE,17
TXN2D805B55241A,2026-07-08T03:41:37.928093,CUST009662,DEV00019970,MER001919,Streaming,UPI,6754.96,Kolkata,West Bengal,Axis Bank,SUCCESS,0,NONE,6
TXND5286140A34E,2026-07-08T03:41:38.937267,CUST003283,DEV00006756,MER004921,International,NET_BANKING,27581.81,Bhubaneswar,Odisha,HDFC Bank,SUCCESS,0,NONE,8
TXNC8995D83AEB6,2026-07-08T03:41:39.944665,CUST009180,DEV00018970,MER002976,E-Commerce,ATM,1444.5,Ahmedabad,Gujarat,ICICI Bank,SUCCESS,0,NONE,16
TXN32A8E4C797AE,2026-07-08T03:41:40.955399,CUST004971,DEV00010294,MER002040,E-Commerce,ATM,1644.58,Jaipur,Rajasthan,HDFC Bank,SUCCESS,0,NONE,20
TXNC356105403AC,2026-07-08T03:41:41.962154,CUST003810,DEV00007869,MER000436,Telecom,UPI,3470.75,Vijayawada,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,19
TXN64CFEA7624A4,2026-07-08T03:41:42.969998,CUST002796,DEV00005723,MER003489,Fuel,ATM,4849.42,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,8
TXN93BBA70722AC,2026-07-08T03:41:43.978895,CUST006306,DEV00013024,MER003368,Luxury,NET_BANKING,4772.49,Kochi,Kerala,ICICI Bank,SUCCESS,0,NONE,12
TXN7DFC2C081C5E,2026-07-08T03:41:44.988076,CUST001444,DEV00002933,MER003398,Airlines,UPI,527.69,Hyderabad,Telangana,Canara Bank,SUCCESS,0,NONE,15
TXN2CCCBF5116E9,2026-07-08T03:41:46.001948,CUST008278,DEV00017085,MER004500,Jewellery,ATM,3267.96,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,16
TXN9B66593F0C72,2026-07-08T03:41:47.011530,CUST004391,DEV00009075,MER000372,App Store,UPI,1440.21,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,13
TXN0AC11C272977,2026-07-08T03:41:48.020099,CUST000296,DEV00000606,MER003757,App Store,UPI,1016.64,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,7
TXN29C58BCE126D,2026-07-08T03:41:49.025659,CUST000347,DEV00000708,MER003322,Streaming,NET_BANKING,2113.88,Vijayawada,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,17
TXN8ABCC80962BB,2026-07-08T03:41:50.036712,CUST000770,DEV00001552,MER002203,Gaming,NET_BANKING,2833.16,Bhubaneswar,Odisha,Punjab National Bank,SUCCESS,0,NONE,23
TXN6138703C5136,2026-07-08T03:41:51.049499,CUST001857,DEV00003748,MER003984,Streaming,ATM,2110.12,Bengaluru,Karnataka,Axis Bank,SUCCESS,0,NONE,9
TXN6ACE8C667429,2026-07-08T03:41:52.058112,CUST006159,DEV00012729,MER000597,Telecom,ATM,1439.25,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,21
TXN12F82E577FC7,2026-07-08T03:41:53.064938,CUST008285,DEV00017104,MER001586,Gaming,CARD,1299.27,Visakhapatnam,Andhra Pradesh,Axis Bank,SUCCESS,0,NONE,13
TXNE75E4B546F45,2026-07-08T03:41:54.072315,CUST008227,DEV00016974,MER002546,Telecom,NET_BANKING,4592.28,Chandigarh,Chandigarh,State Bank of India,SUCCESS,0,NONE,7
TXN88633C529577,2026-07-08T03:41:55.084077,CUST009846,DEV00020366,MER000660,Crypto,NET_BANKING,4927.21,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,16
TXNDE94EB889066,2026-07-08T03:41:56.091187,CUST002704,DEV00005536,MER002696,International,CARD,2648.49,Chandigarh,Chandigarh,ICICI Bank,SUCCESS,0,NONE,11
TXNB73AF2259509,2026-07-08T03:41:57.101555,CUST001847,DEV00003728,MER001777,Pharmacy,UPI,5489.21,Jaipur,Rajasthan,State Bank of India,SUCCESS,0,NONE,11
TXNADC61953ADAC,2026-07-08T03:41:58.112124,CUST003137,DEV00006446,MER002133,Entertainment,UPI,2063.31,Chennai,Tamil Nadu,Axis Bank,SUCCESS,0,NONE,17
TXNAC8A13F42ECE,2026-07-08T03:41:59.118799,CUST009604,DEV00019842,MER000132,Travel,CARD,10715.42,Bengaluru,Karnataka,Axis Bank,SUCCESS,0,NONE,23
TXND61FBA5C7A4F,2026-07-08T03:42:00.125422,CUST005780,DEV00011956,MER003880,Supermarket,NET_BANKING,706.68,Indore,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,19
TXN8B1F03500A04,2026-07-08T03:42:01.137345,CUST009758,DEV00020167,MER004609,Ride Sharing,CARD,8326.67,Bengaluru,Karnataka,State Bank of India,SUCCESS,0,NONE,9
TXN9006C1EBE66A,2026-07-08T03:42:02.150336,CUST002569,DEV00005246,MER003001,Charity,CARD,3833.73,Mumbai,Maharashtra,ICICI Bank,SUCCESS,0,NONE,19
TXN5B478F1AC566,2026-07-08T03:42:03.163761,CUST005291,DEV00010929,MER002775,Charity,CARD,2339.13,Chennai,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,13
TXNA4DCF452900D,2026-07-08T03:42:04.175610,CUST005167,DEV00010679,MER003126,App Store,ATM,12477.63,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,23
TXNA396D13E8777,2026-07-08T03:42:05.183818,CUST005090,DEV00010529,MER001320,Hotels,UPI,3096.92,Pune,Maharashtra,HDFC Bank,SUCCESS,0,NONE,8
TXN4CD7C6ED8629,2026-07-08T03:42:06.193583,CUST000772,DEV00001555,MER004384,Food Delivery,CARD,3300.94,Visakhapatnam,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,13
TXNB9C902F462EE,2026-07-08T03:42:07.202261,CUST008915,DEV00018409,MER004337,Luxury,UPI,1663.85,Kochi,Kerala,Axis Bank,SUCCESS,0,NONE,16
TXN67084C9CD270,2026-07-08T03:42:08.212605,CUST002255,DEV00004592,MER001810,Telecom,NET_BANKING,13046.41,Kochi,Kerala,Axis Bank,SUCCESS,0,NONE,16
TXN71774224ACDC,2026-07-08T03:42:09.224625,CUST003672,DEV00007581,MER002938,Streaming,ATM,4245.92,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,18
TXN2621AD5EEB15,2026-07-08T03:42:10.236824,CUST008138,DEV00016806,MER004710,App Store,NET_BANKING,2867.63,Warangal,Telangana,Axis Bank,SUCCESS,0,NONE,8
TXNAE1181391EBC,2026-07-08T03:42:11.247292,CUST002796,DEV00005724,MER001146,Food Delivery,UPI,6505.95,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,18
TXN73B559F45C17,2026-07-08T03:42:12.258617,CUST002060,DEV00004160,MER004438,E-Commerce,CARD,5786.23,Chandigarh,Chandigarh,Axis Bank,SUCCESS,0,NONE,24
TXN75E63A2133C5,2026-07-08T03:42:13.268631,CUST009930,DEV00020550,MER001516,Gaming,NET_BANKING,3793.55,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,18
TXNBC4F32790EFD,2026-07-08T03:42:14.274867,CUST006338,DEV00013083,MER002225,Telecom,UPI,1574.97,Bengaluru,Karnataka,ICICI Bank,SUCCESS,0,NONE,8
TXN5C28E4D49B6D,2026-07-08T03:42:15.287776,CUST003272,DEV00006734,MER002300,Airlines,CARD,7952.99,Hyderabad,Telangana,State Bank of India,SUCCESS,0,NONE,23
TXN26334D1D1B51,2026-07-08T03:42:16.297681,CUST008978,DEV00018539,MER003791,Ride Sharing,NET_BANKING,3266.35,Vijayawada,Andhra Pradesh,Axis Bank,SUCCESS,0,NONE,13
TXN172F741FD5E9,2026-07-08T03:42:17.303732,CUST000627,DEV00001264,MER000447,E-Commerce,CARD,2417.87,Ahmedabad,Gujarat,State Bank of India,SUCCESS,0,NONE,17
TXNB6CEF3ECA8CE,2026-07-08T03:42:18.315478,CUST003957,DEV00008171,MER001294,Ride Sharing,ATM,15387.36,Pune,Maharashtra,Axis Bank,SUCCESS,0,NONE,13
TXN3E01D1DDD798,2026-07-08T03:42:19.323717,CUST000838,DEV00001679,MER000552,Charity,ATM,3582.21,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,16
TXN83B93B63B21F,2026-07-08T03:42:20.332654,CUST002628,DEV00005369,MER004064,Supermarket,NET_BANKING,1902.66,Vijayawada,Andhra Pradesh,ICICI Bank,SUCCESS,0,NONE,5
TXN2E954B3BBF69,2026-07-08T03:42:21.343486,CUST009306,DEV00019231,MER003909,App Store,UPI,4073.58,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,24
TXNCDE9772E0904,2026-07-08T03:42:22.349405,CUST004121,DEV00008503,MER000353,Fuel,ATM,3114.85,Delhi,Delhi,HDFC Bank,SUCCESS,0,NONE,12
TXN48C5D1EF2C9A,2026-07-08T03:42:23.359252,CUST008853,DEV00018277,MER003911,Streaming,CARD,18506.71,Coimbatore,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,10
TXN332625F19833,2026-07-08T03:42:24.398825,CUST005811,DEV00012028,MER004573,Telecom,NET_BANKING,2533.53,Bhubaneswar,Odisha,Canara Bank,SUCCESS,0,NONE,5
TXNF00F8EB9514C,2026-07-08T03:42:25.408646,CUST005892,DEV00012201,MER002469,International,ATM,2982.26,Hyderabad,Telangana,State Bank of India,SUCCESS,1,IMPOSSIBLE_TRAVEL,96
TXN0983704F9C47,2026-07-08T03:42:26.419590,CUST004442,DEV00009180,MER000939,Streaming,UPI,143.96,Chennai,Tamil Nadu,ICICI Bank,SUCCESS,0,NONE,5
TXN7BF3CB7FFF33,2026-07-08T03:42:27.429862,CUST003426,DEV00007071,MER004062,E-Commerce,NET_BANKING,1787.85,Kolkata,West Bengal,Axis Bank,SUCCESS,0,NONE,20
TXN5B7B40BA947B,2026-07-08T03:42:28.438403,CUST006864,DEV00014188,MER002216,Crypto,CARD,2997.02,Ahmedabad,Gujarat,State Bank of India,SUCCESS,1,HIGH_RISK_MERCHANT,75
TXNA094BAF8D2B2,2026-07-08T03:42:29.450049,CUST006282,DEV00012978,MER004178,International,NET_BANKING,12086.43,Bhubaneswar,Odisha,State Bank of India,SUCCESS,0,NONE,10
TXND8451DA6B71F,2026-07-08T03:42:30.461567,CUST003119,DEV00006409,MER002483,International,CARD,28552.06,Kolkata,West Bengal,ICICI Bank,SUCCESS,0,NONE,15
TXNB1E2B42A1846,2026-07-08T03:42:31.473343,CUST008326,DEV00017183,MER000877,Streaming,ATM,1695.25,Visakhapatnam,Andhra Pradesh,Canara Bank,SUCCESS,0,NONE,22
TXN94C4D7CAA48E,2026-07-08T03:42:32.482427,CUST009336,DEV00019296,MER004828,Ride Sharing,NET_BANKING,1507.16,Coimbatore,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,19
TXN2892E3347958,2026-07-08T03:42:33.494375,CUST006298,DEV00013006,MER001587,Crypto,UPI,2506.54,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,15
TXN5F21B06E1A4A,2026-07-08T03:42:34.504249,CUST007489,DEV00015494,MER000459,Telecom,ATM,5796.58,Pune,Maharashtra,State Bank of India,SUCCESS,0,NONE,25
TXN56AA54B63FDD,2026-07-08T03:42:35.517385,CUST004494,DEV00009283,MER003086,Telecom,UPI,3271.43,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,12
TXN00518FC85774,2026-07-08T03:42:36.529341,CUST006757,DEV00013978,MER001749,Food Delivery,CARD,9581.6,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,1,HIGH_RISK_MERCHANT,88
TXN22BC49E637E3,2026-07-08T03:42:37.555966,CUST003029,DEV00006225,MER003414,Fuel,NET_BANKING,4671.43,Jaipur,Rajasthan,ICICI Bank,SUCCESS,0,NONE,17
TXNEC204B9188F9,2026-07-08T03:42:38.568240,CUST002545,DEV00005194,MER003133,E-Commerce,UPI,3868.48,Ahmedabad,Gujarat,ICICI Bank,SUCCESS,0,NONE,22
TXNA2B96FCAFF71,2026-07-08T03:42:39.579991,CUST000253,DEV00000520,MER000833,Jewellery,ATM,4851.38,Delhi,Delhi,ICICI Bank,FAILED,0,NONE,10
TXN266936C94B77,2026-07-08T03:42:40.590055,CUST006513,DEV00013469,MER000225,App Store,NET_BANKING,2201.73,Coimbatore,Tamil Nadu,ICICI Bank,SUCCESS,0,NONE,15
TXNF265102BA656,2026-07-08T03:42:41.600011,CUST003706,DEV00007650,MER000228,Food Delivery,ATM,4358.48,Bengaluru,Karnataka,State Bank of India,SUCCESS,0,NONE,13
TXN40B6DA352A5F,2026-07-08T03:42:42.611500,CUST001287,DEV00002614,MER002076,Telecom,NET_BANKING,1328.16,Visakhapatnam,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,15
TXNA382D6F0605F,2026-07-08T03:42:43.627574,CUST005160,DEV00010663,MER001440,Grocery,UPI,5439.34,Indore,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,16
TXN3A67AA0A534A,2026-07-08T03:42:44.639017,CUST009093,DEV00018788,MER001535,E-Commerce,NET_BANKING,6621.65,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,1,VELOCITY,98
TXN9E8AA00F773D,2026-07-08T03:42:45.649438,CUST005762,DEV00011914,MER000529,Fuel,CARD,982.66,Coimbatore,Tamil Nadu,ICICI Bank,SUCCESS,0,NONE,14
TXN1014DAEF9DC4,2026-07-08T03:42:46.656297,CUST008508,DEV00017532,MER004423,Grocery,CARD,9560.42,Vijayawada,Andhra Pradesh,Axis Bank,SUCCESS,0,NONE,14
TXNFD1253026B76,2026-07-08T03:42:47.666226,CUST004180,DEV00008635,MER003077,Streaming,UPI,1231.68,Nagpur,Maharashtra,Axis Bank,SUCCESS,0,NONE,23
TXNC808C816842D,2026-07-08T03:42:48.677427,CUST000319,DEV00000653,MER000656,Food Delivery,UPI,1986.09,Chennai,Tamil Nadu,Axis Bank,SUCCESS,0,NONE,18
TXN830AE86B8261,2026-07-08T03:42:49.688268,CUST007896,DEV00016319,MER002467,App Store,NET_BANKING,1578.86,Bhubaneswar,Odisha,State Bank of India,SUCCESS,1,VELOCITY,92
TXN36D9B228CB6F,2026-07-08T03:42:50.700144,CUST009864,DEV00020408,MER001035,Fuel,CARD,3089.09,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,21
TXN12ADB7168AA2,2026-07-08T03:42:51.710763,CUST002393,DEV00004880,MER001491,Fuel,CARD,4357.54,Pune,Maharashtra,HDFC Bank,SUCCESS,0,NONE,9
TXND928F5257485,2026-07-08T03:42:52.720493,CUST001412,DEV00002867,MER004921,International,CARD,3716.22,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,14
TXN41358FA0876D,2026-07-08T03:42:53.729686,CUST004439,DEV00009176,MER003683,Ride Sharing,CARD,4406.92,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,12
TXNC01D0D0B1C31,2026-07-08T03:42:54.739736,CUST006776,DEV00014015,MER001543,Ride Sharing,ATM,4959.67,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,8
TXN8E13D9E05EE3,2026-07-08T03:42:55.753019,CUST008389,DEV00017301,MER004597,Fuel,NET_BANKING,4602.3,Kolkata,West Bengal,State Bank of India,SUCCESS,0,NONE,10
TXNE42E31A6C63C,2026-07-08T03:42:56.763608,CUST008039,DEV00016612,MER000055,Jewellery,ATM,1306.81,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,23
TXN5EF10A88EA1C,2026-07-08T03:42:57.773974,CUST003243,DEV00006661,MER004467,Ride Sharing,CARD,2291.13,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,0,NONE,9
TXN0DFA433AE824,2026-07-08T03:42:58.785946,CUST005704,DEV00011794,MER001650,Telecom,ATM,22497.79,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,7
TXN056B44259F06,2026-07-08T03:42:59.795022,CUST005149,DEV00010644,MER000296,Streaming,NET_BANKING,2060.55,Hyderabad,Telangana,State Bank of India,SUCCESS,0,NONE,22
TXND994299B354F,2026-07-08T03:43:00.804759,CUST004272,DEV00008820,MER002274,E-Commerce,CARD,3955.68,Jaipur,Rajasthan,HDFC Bank,SUCCESS,0,NONE,18
TXN6FB39113E0F1,2026-07-08T03:43:01.816211,CUST008426,DEV00017378,MER003550,App Store,UPI,2294.33,Kolkata,West Bengal,ICICI Bank,SUCCESS,0,NONE,15
TXN6320C59CBA5E,2026-07-08T03:43:02.828565,CUST007576,DEV00015659,MER000948,Streaming,NET_BANKING,3704.44,Mumbai,Maharashtra,HDFC Bank,SUCCESS,0,NONE,18
TXN5C7E6C047922,2026-07-08T03:43:03.842450,CUST004485,DEV00009263,MER001505,Telecom,ATM,4758.61,Ahmedabad,Gujarat,ICICI Bank,SUCCESS,0,NONE,5
TXNDE9BAA4BA981,2026-07-08T03:43:04.857886,CUST000065,DEV00000140,MER004285,Streaming,ATM,9290.12,Kochi,Kerala,Axis Bank,SUCCESS,0,NONE,14
TXN88E068DFFC65,2026-07-08T03:43:05.868858,CUST005479,DEV00011327,MER004509,Jewellery,CARD,10331.35,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,24
TXNF596A9E0EB10,2026-07-08T03:43:06.876186,CUST005969,DEV00012349,MER003741,Supermarket,NET_BANKING,2312.79,Nagpur,Maharashtra,State Bank of India,SUCCESS,0,NONE,9
TXNE4483CD2B22D,2026-07-08T03:43:07.884130,CUST009249,DEV00019111,MER003492,Entertainment,ATM,1742.42,Indore,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,21
TXN2D263517CD19,2026-07-08T03:43:08.896314,CUST004843,DEV00010026,MER003031,Entertainment,ATM,24179.19,Visakhapatnam,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,13
TXNDE28B0DB6FD9,2026-07-08T03:43:09.906904,CUST000618,DEV00001243,MER000940,App Store,UPI,5434.5,Kochi,Kerala,State Bank of India,SUCCESS,0,NONE,14
TXN6F7D824A1DFE,2026-07-08T03:43:10.915776,CUST003660,DEV00007559,MER004010,Food Delivery,ATM,4969.21,Indore,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,8
TXN6EF3EF109DDA,2026-07-08T03:43:11.923352,CUST007628,DEV00015771,MER000288,Grocery,UPI,1567.7,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,22
TXNBA67C61A55BC,2026-07-08T03:43:12.931656,CUST002650,DEV00005412,MER000461,Travel,ATM,1860.72,Bhopal,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,25
TXN51D7B9368F81,2026-07-08T03:43:13.944437,CUST007305,DEV00015120,MER001090,Streaming,CARD,1445.73,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,5
