merchant_id,merchant_name,merchant_category,mcc_code,channel,avg_transaction,risk_level,fraud_weight,settlement_type,city,state,latitude,longitude,accepts_upi,accepts_card,accepts_net_banking,merchant_since,is_active
MER000635,Rolex Boutique Coimbatore Store,Luxury,5944,Offline,450000,High,40,T+3,Coimbatore,Tamil Nadu,11.0168,76.9558,True,False,False,2025-05-06,True
MER000636,Bharat Petroleum Chennai Retail,Fuel,5541,Offline,3100,Medium,8,T+1,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2025-12-05,True
MER000637,Google Play Hyderabad Services,App Store,5815,Online,800,Medium,8,Instant,Hyderabad,Telangana,17.385,78.4867,True,True,True,2016-07-25,True
MER000638,Google Play Kolkata Services,App Store,5815,Online,800,Medium,8,Instant,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2018-06-02,True
MER000639,Spotify Thiruvananthapuram Services,Streaming,4899,Online,119,Low,2,Recurring,Thiruvananthapuram,Kerala,8.5241,76.9366,True,False,True,2022-01-09,True
MER000640,IRCTC Vijayawada Center,Travel,4112,Online,1800,Low,3,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2023-01-23,True
MER000641,HP Petrol Chandigarh Services,Fuel,5541,Offline,3200,Medium,8,T+1,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2021-11-07,True
MER000642,HP Petrol Warangal Retail,Fuel,5541,Offline,3200,Medium,8,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2018-02-20,True
MER000643,BookMyShow Kochi Center,Entertainment,7922,Online,700,Low,3,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2016-09-09,True
MER000644,Apollo Pharmacy Nagpur Store,Pharmacy,5912,Offline,900,Low,2,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2019-10-09,True
MER000645,PayPal Merchant Chennai Outlet,International,4829,Online,15000,High,35,Instant,Chennai,Tamil Nadu,13.0827,80.2707,True,False,True,2018-05-02,True
MER000646,Airtel Recharge Nagpur Center,Telecom,4814,Online,499,Low,2,Instant,Nagpur,Maharashtra,21.1458,79.0882,True,True,False,2018-01-01,True
MER000647,Tanishq Mumbai Retail,Jewellery,5094,Offline,75000,High,30,T+2,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2018-09-20,True
MER000648,Steam Coimbatore Mart,Gaming,5816,Online,1800,Medium,12,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,False,2018-04-12,True
MER000649,Tanishq Kolkata Point,Jewellery,5094,Offline,75000,High,30,T+2,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2020-03-13,True
MER000650,Indian Oil Pune Services,Fuel,5541,Offline,3000,Medium,8,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2023-02-07,True
MER000651,PayPal Merchant Delhi Point,International,4829,Online,15000,High,35,Instant,Delhi,Delhi,28.6139,77.209,True,True,True,2017-04-25,True
MER000652,Jio Recharge Ahmedabad Outlet,Telecom,4814,Online,399,Low,2,Instant,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2018-11-25,True
MER000653,OYO Ahmedabad Hub,Hotels,7011,Online,3500,Medium,10,T+2,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2020-08-22,True
MER000654,Reliance Fresh Ahmedabad Center,Grocery,5411,Offline,1200,Low,2,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,False,2025-12-02,True
MER000655,OYO Kochi Store,Hotels,7011,Online,3500,Medium,10,T+2,Kochi,Kerala,9.9312,76.2673,True,True,True,2016-09-23,True
MER000656,Swiggy Coimbatore Outlet,Food Delivery,5812,Online,450,Low,3,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2017-08-27,True
MER000657,BookMyShow Pune Hub,Entertainment,7922,Online,700,Low,3,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2025-09-27,True
MER000658,DMart Visakhapatnam Mart,Supermarket,5411,Offline,2200,Low,2,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2017-11-13,True
MER000659,Jio Recharge Hyderabad Mart,Telecom,4814,Online,399,Low,2,Instant,Hyderabad,Telangana,17.385,78.4867,True,True,False,2018-04-18,True
MER000660,Crypto Exchange Ahmedabad Outlet,Crypto,6051,Online,50000,Very High,50,Instant,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2015-06-02,True
MER000661,Spotify Kolkata Outlet,Streaming,4899,Online,119,Low,2,Recurring,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2025-07-28,True
MER000662,Reliance Fresh Nagpur Mart,Grocery,5411,Offline,1200,Low,2,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2019-01-29,True
MER000663,Croma Bhopal Outlet,Electronics,5732,Offline,18000,Medium,15,T+2,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,False,2016-07-17,True
MER000664,Netflix Lucknow Hub,Streaming,4899,Online,649,Low,2,Recurring,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2026-04-24,True
MER000665,IRCTC Bengaluru Mart,Travel,4112,Online,1800,Low,3,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,False,2015-11-16,True
MER000666,NGO Donation Bhopal Retail,Charity,8398,Online,1200,Medium,10,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,False,2015-01-10,True
MER000667,Croma Bengaluru Hub,Electronics,5732,Offline,18000,Medium,15,T+2,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2024-08-15,True
MER000668,Spotify Delhi Point,Streaming,4899,Online,119,Low,2,Recurring,Delhi,Delhi,28.6139,77.209,True,True,True,2017-03-11,True
MER000669,Bharat Petroleum Coimbatore Outlet,Fuel,5541,Offline,3100,Medium,8,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,False,2021-05-09,True
MER000670,DMart Kochi Hub,Supermarket,5411,Offline,2200,Low,2,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2015-02-28,True
MER000671,IRCTC Mumbai Retail,Travel,4112,Online,1800,Low,3,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2022-01-31,True
MER000672,OYO Thiruvananthapuram Retail,Hotels,7011,Online,3500,Medium,10,T+2,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2024-07-01,True
MER000673,Flipkart Bengaluru Outlet,E-Commerce,5942,Online,2200,Low,5,T+1,Bengaluru,Karnataka,12.9716,77.5946,False,True,True,2025-10-27,True
MER000674,Rapido Coimbatore Point,Ride Sharing,4121,Online,180,Low,4,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2023-12-06,True
MER000675,Reliance Fresh Indore Retail,Grocery,5411,Offline,1200,Low,2,T+1,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2018-08-18,True
MER000676,Flipkart Bhopal Hub,E-Commerce,5942,Online,2200,Low,5,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2016-03-02,True
MER000677,Rapido Jaipur Store,Ride Sharing,4121,Online,180,Low,4,T+1,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2024-10-06,True
MER000678,Uber Pune Outlet,Ride Sharing,4121,Online,350,Low,4,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2023-08-15,True
MER000679,DMart Coimbatore Hub,Supermarket,5411,Offline,2200,Low,2,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2016-04-15,True
MER000680,Rapido Nagpur Mart,Ride Sharing,4121,Online,180,Low,4,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2021-05-31,True
MER000681,NGO Donation Kochi Center,Charity,8398,Online,1200,Medium,10,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2015-01-03,True
MER000682,Spotify Indore Retail,Streaming,4899,Online,119,Low,2,Recurring,Indore,Madhya Pradesh,22.7196,75.8577,False,True,True,2023-11-12,True
MER000683,NGO Donation Delhi Center,Charity,8398,Online,1200,Medium,10,T+1,Delhi,Delhi,28.6139,77.209,True,True,True,2017-01-08,True
MER000684,Flipkart Lucknow Services,E-Commerce,5942,Online,2200,Low,5,T+1,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2019-05-13,True
MER000685,Google Play Nagpur Hub,App Store,5815,Online,800,Medium,8,Instant,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2017-05-22,True
MER000686,IRCTC Thiruvananthapuram Outlet,Travel,4112,Online,1800,Low,3,T+1,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2020-10-12,True
MER000687,Reliance Fresh Chandigarh Outlet,Grocery,5411,Offline,1200,Low,2,T+1,Chandigarh,Chandigarh,30.7333,76.7794,True,False,True,2020-06-15,True
MER000688,Bharat Petroleum Visakhapatnam Point,Fuel,5541,Offline,3100,Medium,8,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,False,2025-10-23,True
MER000689,Airtel Recharge Indore Retail,Telecom,4814,Online,499,Low,2,Instant,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2020-02-27,True
MER000690,PayPal Merchant Thiruvananthapuram Hub,International,4829,Online,15000,High,35,Instant,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2020-11-27,True
MER000691,Netflix Ahmedabad Retail,Streaming,4899,Online,649,Low,2,Recurring,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2019-01-02,True
MER000692,Rolex Boutique Coimbatore Services,Luxury,5944,Offline,450000,High,40,T+3,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2019-04-07,True
MER000693,Bharat Petroleum Delhi Center,Fuel,5541,Offline,3100,Medium,8,T+1,Delhi,Delhi,28.6139,77.209,True,True,True,2020-02-21,True
MER000694,Indian Oil Visakhapatnam Center,Fuel,5541,Offline,3000,Medium,8,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2017-09-09,True
MER000695,Air India Visakhapatnam Point,Airlines,4511,Online,8500,Medium,10,T+2,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2015-12-13,True
MER000696,Apollo Pharmacy Jaipur Services,Pharmacy,5912,Offline,900,Low,2,T+1,Jaipur,Rajasthan,26.9124,75.7873,True,True,False,2021-02-28,True
MER000697,Amazon India Ahmedabad Outlet,E-Commerce,5942,Online,2500,Low,5,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2024-06-28,True
MER000698,Google Play Bengaluru Store,App Store,5815,Online,800,Medium,8,Instant,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2018-12-02,True
MER000699,Rolex Boutique Chennai Retail,Luxury,5944,Offline,450000,High,40,T+3,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2015-04-07,True
MER000700,Crypto Exchange Jaipur Hub,Crypto,6051,Online,50000,Very High,50,Instant,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2020-10-28,True
MER000701,Apollo Pharmacy Hyderabad Outlet,Pharmacy,5912,Offline,900,Low,2,T+1,Hyderabad,Telangana,17.385,78.4867,True,True,True,2023-03-17,True
MER000702,Swiggy Bengaluru Hub,Food Delivery,5812,Online,450,Low,3,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2023-12-26,True
MER000703,PayPal Merchant Bhubaneswar Mart,International,4829,Online,15000,High,35,Instant,Bhubaneswar,Odisha,20.2961,85.8245,True,False,True,2017-03-29,True
MER000704,Zomato Chennai Center,Food Delivery,5812,Online,500,Low,3,T+1,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2018-05-10,True
MER000705,Rolex Boutique Chennai Store,Luxury,5944,Offline,450000,High,40,T+3,Chennai,Tamil Nadu,13.0827,80.2707,True,True,False,2022-01-30,True
MER000706,Netflix Bhopal Outlet,Streaming,4899,Online,649,Low,2,Recurring,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2017-03-21,True
MER000707,Reliance Fresh Vijayawada Store,Grocery,5411,Offline,1200,Low,2,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2017-02-27,True
MER000708,Swiggy Ahmedabad Services,Food Delivery,5812,Online,450,Low,3,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2020-10-12,True
MER000709,Rapido Lucknow Hub,Ride Sharing,4121,Online,180,Low,4,T+1,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,False,2019-06-18,True
MER000710,Apple App Store Bengaluru Mart,App Store,5815,Online,1200,Medium,8,Instant,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2026-06-13,True
MER000711,Netflix Chandigarh Point,Streaming,4899,Online,649,Low,2,Recurring,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2018-04-01,True
MER000712,Reliance Fresh Bhopal Services,Grocery,5411,Offline,1200,Low,2,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2016-08-07,True
MER000713,Apple App Store Kochi Services,App Store,5815,Online,1200,Medium,8,Instant,Kochi,Kerala,9.9312,76.2673,True,True,True,2020-12-31,True
MER000714,Zomato Mumbai Hub,Food Delivery,5812,Online,500,Low,3,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,False,2023-02-23,True
MER000715,Crypto Exchange Kochi Point,Crypto,6051,Online,50000,Very High,50,Instant,Kochi,Kerala,9.9312,76.2673,True,True,True,2020-04-06,True
MER000716,Spotify Bhopal Retail,Streaming,4899,Online,119,Low,2,Recurring,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2025-08-12,True
MER000717,Spotify Bhopal Store,Streaming,4899,Online,119,Low,2,Recurring,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,False,2017-05-01,True
MER000718,Air India Lucknow Mart,Airlines,4511,Online,8500,Medium,10,T+2,Lucknow,Uttar Pradesh,26.8467,80.9462,True,False,True,2020-02-22,True
MER000719,NGO Donation Bhubaneswar Outlet,Charity,8398,Online,1200,Medium,10,T+1,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2018-10-29,True
MER000720,Jio Recharge Visakhapatnam Services,Telecom,4814,Online,399,Low,2,Instant,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2021-02-09,True
MER000721,Crypto Exchange Jaipur Mart,Crypto,6051,Online,50000,Very High,50,Instant,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2025-03-29,True
MER000722,Apollo Pharmacy Visakhapatnam Hub,Pharmacy,5912,Offline,900,Low,2,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2022-10-15,True
MER000723,OYO Indore Center,Hotels,7011,Online,3500,Medium,10,T+2,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2020-10-29,True
MER000724,Netflix Coimbatore Store,Streaming,4899,Online,649,Low,2,Recurring,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2022-09-18,True
MER000725,Rolex Boutique Ahmedabad Store,Luxury,5944,Offline,450000,High,40,T+3,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2021-09-20,True
MER000726,Airtel Recharge Lucknow Hub,Telecom,4814,Online,499,Low,2,Instant,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2023-05-19,True
MER000727,Apple App Store Mumbai Hub,App Store,5815,Online,1200,Medium,8,Instant,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2023-09-28,True
MER000728,Airtel Recharge Bhubaneswar Center,Telecom,4814,Online,499,Low,2,Instant,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2021-02-05,True
MER000729,Flipkart Ahmedabad Outlet,E-Commerce,5942,Online,2200,Low,5,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2021-06-30,True
MER000730,HP Petrol Visakhapatnam Point,Fuel,5541,Offline,3200,Medium,8,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2019-03-19,True
MER000731,Reliance Fresh Chennai Mart,Grocery,5411,Offline,1200,Low,2,T+1,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2017-04-17,True
MER000732,Netflix Thiruvananthapuram Mart,Streaming,4899,Online,649,Low,2,Recurring,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2018-05-19,True
MER000733,Airtel Recharge Bengaluru Center,Telecom,4814,Online,499,Low,2,Instant,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2023-05-01,True
MER000734,NGO Donation Nagpur Store,Charity,8398,Online,1200,Medium,10,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,False,2016-04-04,True
MER000735,Zomato Coimbatore Hub,Food Delivery,5812,Online,500,Low,3,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2020-08-10,True
MER000736,PayPal Merchant Chennai Store,International,4829,Online,15000,High,35,Instant,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2024-12-07,True
MER000737,Apollo Pharmacy Delhi Store,Pharmacy,5912,Offline,900,Low,2,T+1,Delhi,Delhi,28.6139,77.209,True,True,True,2019-09-04,True
MER000738,Rapido Hyderabad Outlet,Ride Sharing,4121,Online,180,Low,4,T+1,Hyderabad,Telangana,17.385,78.4867,True,True,True,2017-09-27,True
MER000739,Reliance Fresh Bengaluru Outlet,Grocery,5411,Offline,1200,Low,2,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,False,2019-11-20,True
MER000740,PayPal Merchant Delhi Center,International,4829,Online,15000,High,35,Instant,Delhi,Delhi,28.6139,77.209,True,True,True,2021-03-11,True
MER000741,Zomato Bengaluru Hub,Food Delivery,5812,Online,500,Low,3,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2025-08-29,True
MER000742,Apple App Store Kolkata Mart,App Store,5815,Online,1200,Medium,8,Instant,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2017-01-18,True
MER000743,OYO Coimbatore Services,Hotels,7011,Online,3500,Medium,10,T+2,Coimbatore,Tamil Nadu,11.0168,76.9558,True,False,True,2016-05-04,True
MER000744,Steam Delhi Mart,Gaming,5816,Online,1800,Medium,12,Instant,Delhi,Delhi,28.6139,77.209,True,True,True,2020-03-21,True
MER000745,Amazon India Ahmedabad Services,E-Commerce,5942,Online,2500,Low,5,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2023-06-22,True
MER000746,Spotify Vijayawada Mart,Streaming,4899,Online,119,Low,2,Recurring,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2021-08-11,True
MER000747,Spotify Visakhapatnam Point,Streaming,4899,Online,119,Low,2,Recurring,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2025-07-04,True
MER000748,Indian Oil Vijayawada Mart,Fuel,5541,Offline,3000,Medium,8,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2020-11-27,True
MER000749,OYO Nagpur Point,Hotels,7011,Online,3500,Medium,10,T+2,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2019-02-28,True
MER000750,Google Play Lucknow Services,App Store,5815,Online,800,Medium,8,Instant,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2023-09-10,True
MER000751,Google Play Thiruvananthapuram Point,App Store,5815,Online,800,Medium,8,Instant,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2024-03-11,True
MER000752,Swiggy Kochi Retail,Food Delivery,5812,Online,450,Low,3,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2017-11-29,True
MER000753,Rapido Bhubaneswar Store,Ride Sharing,4121,Online,180,Low,4,T+1,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2023-09-19,True
MER000754,Apollo Pharmacy Coimbatore Outlet,Pharmacy,5912,Offline,900,Low,2,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2015-04-18,True
MER000755,BookMyShow Bhubaneswar Center,Entertainment,7922,Online,700,Low,3,T+1,Bhubaneswar,Odisha,20.2961,85.8245,True,False,True,2025-07-01,True
MER000756,Zomato Hyderabad Store,Food Delivery,5812,Online,500,Low,3,T+1,Hyderabad,Telangana,17.385,78.4867,True,True,False,2023-04-12,True
MER000757,NGO Donation Indore Store,Charity,8398,Online,1200,Medium,10,T+1,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2016-07-30,True
MER000758,BookMyShow Hyderabad Retail,Entertainment,7922,Online,700,Low,3,T+1,Hyderabad,Telangana,17.385,78.4867,True,False,True,2020-03-07,True
MER000759,Tanishq Mumbai Center,Jewellery,5094,Offline,75000,High,30,T+2,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2019-01-05,True
MER000760,Jio Recharge Warangal Hub,Telecom,4814,Online,399,Low,2,Instant,Warangal,Telangana,17.9689,79.5941,True,True,True,2025-04-15,True
MER000761,Indian Oil Kochi Hub,Fuel,5541,Offline,3000,Medium,8,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2024-01-03,True
MER000762,Rolex Boutique Ahmedabad Mart,Luxury,5944,Offline,450000,High,40,T+3,Ahmedabad,Gujarat,23.0225,72.5714,True,True,False,2022-01-25,True
MER000763,PayPal Merchant Bhubaneswar Services,International,4829,Online,15000,High,35,Instant,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2022-04-03,True
MER000764,Jio Recharge Delhi Center,Telecom,4814,Online,399,Low,2,Instant,Delhi,Delhi,28.6139,77.209,True,True,True,2023-01-28,True
MER000765,HP Petrol Thiruvananthapuram Point,Fuel,5541,Offline,3200,Medium,8,T+1,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2021-05-19,True
MER000766,Swiggy Bhopal Mart,Food Delivery,5812,Online,450,Low,3,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,False,True,True,2019-12-23,True
MER000767,PayPal Merchant Bhopal Services,International,4829,Online,15000,High,35,Instant,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2021-03-10,True
MER000768,Rapido Bengaluru Mart,Ride Sharing,4121,Online,180,Low,4,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2020-12-10,True
MER000769,Croma Kochi Center,Electronics,5732,Offline,18000,Medium,15,T+2,Kochi,Kerala,9.9312,76.2673,True,True,True,2023-12-20,True
MER000770,Amazon India Delhi Center,E-Commerce,5942,Online,2500,Low,5,T+1,Delhi,Delhi,28.6139,77.209,True,True,True,2018-11-17,True
MER000771,Air India Jaipur Retail,Airlines,4511,Online,8500,Medium,10,T+2,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2023-07-23,True
MER000772,IRCTC Bhopal Store,Travel,4112,Online,1800,Low,3,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,False,2024-09-27,True
MER000773,Spotify Delhi Retail,Streaming,4899,Online,119,Low,2,Recurring,Delhi,Delhi,28.6139,77.209,True,True,True,2015-04-04,True
MER000774,PayPal Merchant Ahmedabad Hub,International,4829,Online,15000,High,35,Instant,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2018-05-10,True
MER000775,Tanishq Thiruvananthapuram Center,Jewellery,5094,Offline,75000,High,30,T+2,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,False,2024-12-29,True
MER000776,NGO Donation Delhi Retail,Charity,8398,Online,1200,Medium,10,T+1,Delhi,Delhi,28.6139,77.209,True,True,True,2017-12-18,True
MER000777,Air India Indore Point,Airlines,4511,Online,8500,Medium,10,T+2,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2016-11-27,True
MER000778,Indian Oil Kochi Hub,Fuel,5541,Offline,3000,Medium,8,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2019-06-11,True
MER000779,OYO Bengaluru Center,Hotels,7011,Online,3500,Medium,10,T+2,Bengaluru,Karnataka,12.9716,77.5946,True,False,True,2020-06-08,True
MER000780,Google Play Ahmedabad Hub,App Store,5815,Online,800,Medium,8,Instant,Ahmedabad,Gujarat,23.0225,72.5714,True,False,True,2024-04-11,True
MER000781,Apollo Pharmacy Vijayawada Services,Pharmacy,5912,Offline,900,Low,2,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2021-11-02,True
MER000782,IRCTC Kolkata Services,Travel,4112,Online,1800,Low,3,T+1,Kolkata,West Bengal,22.5726,88.3639,True,False,True,2018-04-09,True
MER000783,Netflix Kolkata Center,Streaming,4899,Online,649,Low,2,Recurring,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2016-12-03,True
MER000784,Croma Thiruvananthapuram Store,Electronics,5732,Offline,18000,Medium,15,T+2,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2021-06-14,True
MER000785,Indian Oil Warangal Retail,Fuel,5541,Offline,3000,Medium,8,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2019-10-02,True
MER000786,Rapido Mumbai Outlet,Ride Sharing,4121,Online,180,Low,4,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,False,2015-05-31,True
MER000787,Flipkart Indore Store,E-Commerce,5942,Online,2200,Low,5,T+1,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2021-01-31,True
MER000788,Bharat Petroleum Ahmedabad Store,Fuel,5541,Offline,3100,Medium,8,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2023-01-29,True
MER000789,Zomato Thiruvananthapuram Store,Food Delivery,5812,Online,500,Low,3,T+1,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2023-07-16,True
MER000790,BookMyShow Bengaluru Retail,Entertainment,7922,Online,700,Low,3,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2016-12-22,True
MER000791,Steam Kolkata Point,Gaming,5816,Online,1800,Medium,12,Instant,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2021-11-02,True
MER000792,Indian Oil Warangal Hub,Fuel,5541,Offline,3000,Medium,8,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2022-12-21,True
MER000793,BookMyShow Jaipur Center,Entertainment,7922,Online,700,Low,3,T+1,Jaipur,Rajasthan,26.9124,75.7873,False,False,True,2016-05-22,True
MER000794,DMart Chennai Hub,Supermarket,5411,Offline,2200,Low,2,T+1,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2021-04-14,True
MER000795,Jio Recharge Kolkata Services,Telecom,4814,Online,399,Low,2,Instant,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2023-07-29,True
MER000796,IRCTC Coimbatore Center,Travel,4112,Online,1800,Low,3,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2022-01-03,True
MER000797,Apollo Pharmacy Nagpur Services,Pharmacy,5912,Offline,900,Low,2,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2019-07-16,True
MER000798,BookMyShow Bhopal Outlet,Entertainment,7922,Online,700,Low,3,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,False,2024-08-24,False
MER000799,Croma Pune Mart,Electronics,5732,Offline,18000,Medium,15,T+2,Pune,Maharashtra,18.5204,73.8567,True,True,True,2016-07-09,True
MER000800,Bharat Petroleum Kochi Retail,Fuel,5541,Offline,3100,Medium,8,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2015-08-30,True
MER000801,Croma Visakhapatnam Hub,Electronics,5732,Offline,18000,Medium,15,T+2,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2021-02-20,True
MER000802,HP Petrol Bhopal Center,Fuel,5541,Offline,3200,Medium,8,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2020-12-26,True
MER000803,Google Play Nagpur Center,App Store,5815,Online,800,Medium,8,Instant,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2016-10-13,True
