device_id,customer_id,device_type,os_family,manufacturer,risk_weight,is_mobile,is_rooted,is_emulator,is_trusted,first_seen_date,last_seen_date
DEV00001345,CUST000667,Laptop,macOS,Apple,0.06,False,False,False,True,2023-09-14,2023-09-14
DEV00001346,CUST000667,Tablet,Android,Lenovo,0.18,True,False,False,True,2026-06-08,2026-06-08
DEV00001347,CUST000667,Mobile,Android,Oppo,0.22,True,False,False,True,2024-05-19,2024-05-19
DEV00001348,CUST000668,Laptop,Windows,HP,0.12,False,False,False,True,2021-01-16,2021-01-16
DEV00001349,CUST000668,Mobile,iOS,Apple,0.05,True,True,False,True,2025-06-24,2025-06-24
DEV00001350,CUST000668,Mobile,Android,Vivo,0.22,True,False,False,True,2024-04-29,2024-04-29
DEV00001351,CUST000669,Mobile,Android,Xiaomi,0.2,True,True,False,True,2025-10-24,2025-10-24
DEV00001352,CUST000669,Mobile,Android,Samsung,0.15,True,False,False,True,2024-05-20,2024-05-20
DEV00001353,CUST000670,Tablet,iOS,Apple,0.06,True,False,False,True,2021-06-16,2021-06-16
DEV00001354,CUST000671,Laptop,Windows,Asus,0.12,False,False,False,True,2022-04-11,2022-04-11
DEV00001355,CUST000671,Mobile,Android,Xiaomi,0.2,True,False,False,True,2020-01-31,2020-01-31
DEV00001356,CUST000672,Tablet,Android,Samsung,0.18,True,False,False,True,2025-02-27,2025-02-27
DEV00001357,CUST000672,Mobile,Android,OnePlus,0.15,True,False,False,True,2025-02-12,2025-02-12
DEV00001358,CUST000672,Laptop,macOS,Apple,0.06,False,False,False,True,2024-05-20,2024-05-20
DEV00001359,CUST000673,Mobile,Android,Realme,0.22,True,False,False,True,2025-02-18,2025-02-18
DEV00001360,CUST000673,Mobile,iOS,Apple,0.05,True,False,False,True,2021-01-26,2021-01-26
DEV00001361,CUST000674,Tablet,Android,Lenovo,0.18,True,False,False,True,2020-09-30,2020-09-30
DEV00001362,CUST000674,Mobile,Android,Xiaomi,0.2,True,False,False,True,2025-07-14,2025-07-14
DEV00001363,CUST000675,Mobile,Android,Xiaomi,0.2,True,False,False,True,2024-08-06,2024-08-06
DEV00001364,CUST000675,Mobile,Android,Oppo,0.22,True,True,False,True,2025-03-08,2025-03-08
DEV00001365,CUST000676,Tablet,Android,Samsung,0.18,True,False,False,True,2022-03-07,2022-03-07
DEV00001366,CUST000676,Mobile,Android,Oppo,0.22,True,False,False,True,2021-07-13,2021-07-13
DEV00001367,CUST000677,Mobile,Android,Realme,0.22,True,False,False,True,2024-11-27,2024-11-27
DEV00001368,CUST000678,Tablet,Android,Lenovo,0.18,True,False,False,True,2021-12-26,2021-12-26
DEV00001369,CUST000679,Laptop,Windows,Asus,0.12,False,False,False,True,2021-09-20,2021-09-20
DEV00001370,CUST000680,Mobile,Android,Samsung,0.15,True,False,False,True,2025-11-11,2025-11-11
DEV00001371,CUST000681,Laptop,Windows,HP,0.12,False,False,False,True,2020-01-20,2020-01-20
DEV00001372,CUST000681,Tablet,Android,Samsung,0.18,True,False,False,True,2022-10-19,2022-10-19
DEV00001373,CUST000681,Mobile,Android,Realme,0.22,True,True,False,True,2024-09-23,2024-09-23
DEV00001374,CUST000682,Laptop,macOS,Apple,0.06,False,False,False,True,2021-11-15,2021-11-15
DEV00001375,CUST000682,Laptop,Windows,Lenovo,0.1,False,False,False,True,2023-08-14,2023-08-14
DEV00001376,CUST000683,Laptop,macOS,Apple,0.06,False,False,False,True,2022-05-25,2022-05-25
DEV00001377,CUST000684,Mobile,Android,OnePlus,0.15,True,False,False,True,2025-02-22,2025-02-22
DEV00001378,CUST000684,Mobile,Android,Vivo,0.22,True,False,False,True,2024-02-20,2024-02-20
DEV00001379,CUST000684,Mobile,Android,Vivo,0.22,True,False,False,True,2025-08-08,2025-08-08
DEV00001380,CUST000684,Laptop,Windows,Dell,0.1,False,False,False,True,2026-05-20,2026-05-20
DEV00001381,CUST000685,Mobile,Android,Vivo,0.22,True,False,False,True,2023-07-26,2023-07-26
DEV00001382,CUST000686,Mobile,Android,Vivo,0.22,True,False,False,True,2025-08-24,2025-08-24
DEV00001383,CUST000687,Laptop,Windows,Lenovo,0.1,False,False,False,True,2022-09-24,2022-09-24
DEV00001384,CUST000687,Laptop,Windows,Asus,0.12,False,False,False,True,2023-04-29,2023-04-29
DEV00001385,CUST000687,Laptop,Windows,HP,0.12,False,False,False,False,2022-09-02,2022-09-02
DEV00001386,CUST000688,Mobile,Android,Realme,0.22,True,False,False,True,2020-06-11,2020-06-11
DEV00001387,CUST000688,Laptop,Windows,Lenovo,0.1,False,False,False,True,2023-03-27,2023-03-27
DEV00001388,CUST000689,Mobile,Android,Samsung,0.15,True,False,False,True,2022-10-14,2022-10-14
DEV00001389,CUST000689,Mobile,Android,Samsung,0.15,True,False,False,True,2024-04-11,2024-04-11
DEV00001390,CUST000690,Laptop,Windows,Dell,0.1,False,False,False,True,2020-08-01,2020-08-01
DEV00001391,CUST000691,Laptop,Windows,Dell,0.1,False,False,False,True,2022-08-25,2022-08-25
DEV00001392,CUST000691,Mobile,Android,Vivo,0.22,True,False,False,True,2021-11-03,2021-11-03
DEV00001393,CUST000692,Laptop,Windows,Lenovo,0.1,False,False,False,True,2022-04-04,2022-04-04
DEV00001394,CUST000692,Mobile,Android,Xiaomi,0.2,True,False,False,True,2024-01-12,2024-01-12
DEV00001395,CUST000692,Mobile,Android,Realme,0.22,True,False,False,True,2025-08-31,2025-08-31
DEV00001396,CUST000692,Laptop,Windows,Asus,0.12,False,True,False,True,2025-05-28,2025-05-28
DEV00001397,CUST000693,Laptop,Windows,HP,0.12,False,False,False,True,2022-11-19,2022-11-19
DEV00001398,CUST000693,Mobile,Android,Xiaomi,0.2,True,False,False,True,2026-04-21,2026-04-21
DEV00001399,CUST000694,Tablet,Android,Lenovo,0.18,True,True,False,True,2020-01-18,2020-01-18
DEV00001400,CUST000694,Mobile,Android,Samsung,0.15,True,False,False,True,2025-07-05,2025-07-05
DEV00001401,CUST000695,Laptop,macOS,Apple,0.06,False,False,False,True,2020-10-18,2020-10-18
DEV00001402,CUST000695,Laptop,Windows,Asus,0.12,False,False,False,True,2024-04-25,2024-04-25
DEV00001403,CUST000696,Tablet,iOS,Apple,0.06,True,False,False,True,2024-02-17,2024-02-17
DEV00001404,CUST000696,Mobile,Android,Xiaomi,0.2,True,False,False,True,2022-10-07,2022-10-07
DEV00001405,CUST000697,Tablet,Android,Lenovo,0.18,True,False,False,False,2021-08-26,2021-08-26
DEV00001406,CUST000697,Laptop,Windows,Asus,0.12,False,True,False,True,2021-10-23,2021-10-23
DEV00001407,CUST000698,Laptop,Windows,Asus,0.12,False,False,False,True,2025-10-24,2025-10-24
DEV00001408,CUST000699,Laptop,Windows,Asus,0.12,False,False,False,True,2025-08-12,2025-08-12
DEV00001409,CUST000699,Mobile,Android,Realme,0.22,True,False,False,True,2023-06-15,2023-06-15
DEV00001410,CUST000699,Laptop,Windows,Asus,0.12,False,False,False,True,2020-12-30,2020-12-30
DEV00001411,CUST000700,Laptop,macOS,Apple,0.06,False,False,True,True,2024-06-18,2024-06-18
DEV00001412,CUST000701,Laptop,Windows,Dell,0.1,False,False,False,True,2024-09-07,2024-09-07
DEV00001413,CUST000702,Tablet,Android,Samsung,0.18,True,False,False,False,2021-07-04,2021-07-04
DEV00001414,CUST000702,Mobile,Android,Realme,0.22,True,False,False,True,2025-01-19,2025-01-19
DEV00001415,CUST000703,Laptop,Windows,Dell,0.1,False,False,False,True,2024-12-10,2024-12-10
DEV00001416,CUST000703,Mobile,Android,Oppo,0.22,True,False,False,True,2021-11-11,2021-11-11
DEV00001417,CUST000704,Laptop,Windows,Asus,0.12,False,False,False,True,2025-05-11,2025-05-11
DEV00001418,CUST000704,Mobile,Android,Xiaomi,0.2,True,False,True,True,2022-12-25,2022-12-25
DEV00001419,CUST000704,Laptop,Windows,HP,0.12,False,False,False,True,2020-06-20,2020-06-20
DEV00001420,CUST000705,Tablet,iOS,Apple,0.06,True,False,False,True,2024-10-25,2024-10-25
DEV00001421,CUST000705,Mobile,Android,Realme,0.22,True,False,False,True,2023-07-15,2023-07-15
DEV00001422,CUST000705,Mobile,Android,Xiaomi,0.2,True,False,False,True,2024-03-30,2024-03-30
DEV00001423,CUST000706,Mobile,Android,Realme,0.22,True,True,False,True,2021-07-22,2021-07-22
DEV00001424,CUST000707,Laptop,Windows,Lenovo,0.1,False,False,False,False,2025-10-10,2025-10-10
DEV00001425,CUST000707,Laptop,Windows,HP,0.12,False,True,False,True,2023-08-12,2023-08-12
DEV00001426,CUST000708,Laptop,Windows,HP,0.12,False,False,False,True,2024-06-27,2024-06-27
DEV00001427,CUST000708,Mobile,Android,Oppo,0.22,True,False,False,True,2025-05-04,2025-05-04
DEV00001428,CUST000709,Laptop,Windows,Asus,0.12,False,False,False,True,2021-08-09,2021-08-09
DEV00001429,CUST000710,Laptop,Windows,Asus,0.12,False,False,False,False,2023-05-19,2023-05-19
DEV00001430,CUST000710,Mobile,Android,Realme,0.22,True,False,False,True,2025-03-27,2025-03-27
DEV00001431,CUST000710,Mobile,Android,Xiaomi,0.2,True,False,False,True,2026-01-23,2026-01-23
DEV00001432,CUST000710,Tablet,iOS,Apple,0.06,True,False,False,True,2021-01-01,2021-01-01
DEV00001433,CUST000711,Laptop,Windows,HP,0.12,False,False,False,True,2022-11-21,2022-11-21
DEV00001434,CUST000712,Mobile,Android,Vivo,0.22,True,False,False,True,2022-07-05,2022-07-05
DEV00001435,CUST000712,Mobile,Android,Oppo,0.22,True,False,False,True,2023-11-06,2023-11-06
DEV00001436,CUST000712,Mobile,Android,Vivo,0.22,True,False,False,False,2024-04-12,2024-04-12
DEV00001437,CUST000713,Mobile,Android,Oppo,0.22,True,False,False,True,2021-04-18,2021-04-18
DEV00001438,CUST000713,Laptop,Windows,Lenovo,0.1,False,False,False,True,2022-02-09,2022-02-09
DEV00001439,CUST000714,Laptop,Windows,Asus,0.12,False,False,False,True,2023-06-27,2023-06-27
DEV00001440,CUST000714,Laptop,Windows,Dell,0.1,False,False,False,True,2024-10-01,2024-10-01
DEV00001441,CUST000714,Laptop,Windows,Lenovo,0.1,False,False,False,True,2021-06-01,2021-06-01
DEV00001442,CUST000714,Tablet,iOS,Apple,0.06,True,True,False,True,2024-06-07,2024-06-07
DEV00001443,CUST000714,Mobile,Android,Xiaomi,0.2,True,False,False,True,2023-04-30,2023-04-30
DEV00001444,CUST000715,Mobile,Android,Oppo,0.22,True,False,False,True,2023-08-04,2023-08-04
DEV00001445,CUST000716,Laptop,Windows,Asus,0.12,False,False,False,True,2024-03-22,2024-03-22
DEV00001446,CUST000716,Mobile,Android,Samsung,0.15,True,False,False,True,2022-05-12,2022-05-12
DEV00001447,CUST000717,Mobile,Android,Xiaomi,0.2,True,False,False,True,2023-05-10,2023-05-10
DEV00001448,CUST000717,Mobile,Android,Samsung,0.15,True,False,False,True,2020-03-29,2020-03-29
DEV00001449,CUST000718,Mobile,Android,OnePlus,0.15,True,False,False,True,2025-12-02,2025-12-02
DEV00001450,CUST000718,Mobile,Android,Vivo,0.22,True,False,False,True,2026-02-22,2026-02-22
DEV00001451,CUST000718,Mobile,Android,Realme,0.22,True,False,False,True,2026-07-05,2026-07-05
DEV00001452,CUST000719,Mobile,Android,Xiaomi,0.2,True,False,False,True,2026-06-22,2026-06-22
DEV00001453,CUST000720,Laptop,Windows,Asus,0.12,False,False,False,True,2020-02-07,2020-02-07
DEV00001454,CUST000720,Laptop,macOS,Apple,0.06,False,False,False,True,2021-08-27,2021-08-27
DEV00001455,CUST000721,Tablet,Android,Samsung,0.18,True,False,False,False,2025-04-24,2025-04-24
DEV00001456,CUST000721,Tablet,Android,Lenovo,0.18,True,False,False,True,2023-10-18,2023-10-18
DEV00001457,CUST000722,Mobile,iOS,Apple,0.05,True,False,False,True,2022-09-13,2022-09-13
DEV00001458,CUST000722,Mobile,Android,Oppo,0.22,True,False,False,True,2021-12-07,2021-12-07
DEV00001459,CUST000723,Tablet,Android,Samsung,0.18,True,False,False,True,2023-02-01,2023-02-01
DEV00001460,CUST000723,Tablet,Android,Samsung,0.18,True,False,False,True,2021-04-22,2021-04-22
DEV00001461,CUST000724,Laptop,Windows,Lenovo,0.1,False,False,False,True,2023-01-26,2023-01-26
DEV00001462,CUST000724,Tablet,Android,Lenovo,0.18,True,False,False,True,2024-04-21,2024-04-21
DEV00001463,CUST000725,Mobile,iOS,Apple,0.05,True,False,False,True,2026-01-10,2026-01-10
DEV00001464,CUST000725,Mobile,Android,Vivo,0.22,True,False,False,True,2026-03-27,2026-03-27
DEV00001465,CUST000726,Laptop,Windows,Lenovo,0.1,False,False,False,True,2022-01-10,2022-01-10
DEV00001466,CUST000727,Laptop,Windows,Dell,0.1,False,False,False,True,2021-06-11,2021-06-11
DEV00001467,CUST000727,Laptop,Windows,Dell,0.1,False,False,False,False,2022-11-17,2022-11-17
DEV00001468,CUST000727,Laptop,Windows,Asus,0.12,False,False,False,True,2025-09-04,2025-09-04
DEV00001469,CUST000728,Laptop,Windows,Dell,0.1,False,False,False,True,2025-10-28,2025-10-28
DEV00001470,CUST000728,Laptop,Windows,Lenovo,0.1,False,False,False,True,2021-07-26,2021-07-26
DEV00001471,CUST000729,Tablet,Android,Samsung,0.18,True,False,False,True,2020-07-02,2020-07-02
DEV00001472,CUST000730,Mobile,Android,Vivo,0.22,True,False,False,True,2024-01-10,2024-01-10
DEV00001473,CUST000730,Laptop,Windows,Asus,0.12,False,False,False,True,2026-03-02,2026-03-02
DEV00001474,CUST000730,Mobile,Android,OnePlus,0.15,True,False,False,True,2024-06-26,2024-06-26
DEV00001475,CUST000730,Mobile,Android,Samsung,0.15,True,False,False,True,2021-08-09,2021-08-09
DEV00001476,CUST000730,Laptop,Windows,Lenovo,0.1,False,False,False,True,2022-02-28,2022-02-28
DEV00001477,CUST000731,Mobile,Android,OnePlus,0.15,True,False,False,True,2024-11-11,2024-11-11
DEV00001478,CUST000731,Mobile,iOS,Apple,0.05,True,False,False,True,2023-01-11,2023-01-11
DEV00001479,CUST000732,Mobile,Android,Realme,0.22,True,False,False,True,2024-01-26,2024-01-26
DEV00001480,CUST000733,Mobile,Android,OnePlus,0.15,True,False,False,False,2024-03-24,2024-03-24
DEV00001481,CUST000734,Tablet,iOS,Apple,0.06,True,False,False,True,2025-06-28,2025-06-28
DEV00001482,CUST000735,Laptop,Windows,HP,0.12,False,False,False,True,2020-07-15,2020-07-15
DEV00001483,CUST000736,Mobile,Android,Vivo,0.22,True,True,False,True,2022-11-27,2022-11-27
DEV00001484,CUST000737,Tablet,Android,Samsung,0.18,True,False,False,True,2020-08-04,2020-08-04
DEV00001485,CUST000737,Laptop,Windows,HP,0.12,False,False,False,True,2022-10-17,2022-10-17
DEV00001486,CUST000738,Mobile,Android,OnePlus,0.15,True,False,False,True,2023-02-03,2023-02-03
DEV00001487,CUST000738,Mobile,Android,OnePlus,0.15,True,False,False,False,2022-07-26,2022-07-26
DEV00001488,CUST000738,Mobile,Android,OnePlus,0.15,True,False,False,True,2024-07-23,2024-07-23
DEV00001489,CUST000739,Mobile,Android,OnePlus,0.15,True,False,False,True,2026-06-14,2026-06-14
DEV00001490,CUST000739,Tablet,iOS,Apple,0.06,True,False,False,False,2025-07-11,2025-07-11
DEV00001491,CUST000739,Mobile,Android,Oppo,0.22,True,False,False,True,2025-09-14,2025-09-14
DEV00001492,CUST000740,Tablet,Android,Lenovo,0.18,True,False,False,True,2020-01-30,2020-01-30
DEV00001493,CUST000741,Mobile,iOS,Apple,0.05,True,False,False,True,2021-11-21,2021-11-21
DEV00001494,CUST000741,Mobile,Android,OnePlus,0.15,True,False,False,True,2022-07-10,2022-07-10
DEV00001495,CUST000742,Mobile,Android,Realme,0.22,True,False,False,True,2024-04-01,2024-04-01
DEV00001496,CUST000742,Mobile,Android,Samsung,0.15,True,False,False,True,2022-10-20,2022-10-20
DEV00001497,CUST000743,Laptop,Windows,HP,0.12,False,False,False,True,2022-12-20,2022-12-20
DEV00001498,CUST000744,Mobile,Android,Vivo,0.22,True,False,False,True,2025-03-11,2025-03-11
DEV00001499,CUST000744,Laptop,Windows,Asus,0.12,False,False,False,True,2020-01-25,2020-01-25
DEV00001500,CUST000744,Mobile,Android,Realme,0.22,True,False,False,True,2020-01-22,2020-01-22
DEV00001501,CUST000744,Tablet,iOS,Apple,0.06,True,False,False,True,2020-02-06,2020-02-06
DEV00001502,CUST000744,Mobile,Android,Oppo,0.22,True,False,False,True,2025-10-07,2025-10-07
DEV00001503,CUST000745,Laptop,macOS,Apple,0.06,False,False,False,True,2022-07-15,2022-07-15
DEV00001504,CUST000745,Mobile,Android,Samsung,0.15,True,False,False,False,2022-01-16,2022-01-16
DEV00001505,CUST000746,Laptop,macOS,Apple,0.06,False,True,False,True,2024-11-12,2024-11-12
DEV00001506,CUST000746,Mobile,Android,Realme,0.22,True,False,False,True,2021-03-29,2021-03-29
DEV00001507,CUST000747,Laptop,macOS,Apple,0.06,False,False,False,True,2025-05-17,2025-05-17
DEV00001508,CUST000747,Laptop,Windows,Lenovo,0.1,False,False,False,True,2025-06-26,2025-06-26
DEV00001509,CUST000748,Tablet,Android,Lenovo,0.18,True,False,False,True,2021-06-22,2021-06-22
DEV00001510,CUST000748,Laptop,Windows,Lenovo,0.1,False,False,False,True,2021-09-29,2021-09-29
DEV00001511,CUST000748,Mobile,iOS,Apple,0.05,True,False,False,False,2020-08-01,2020-08-01
DEV00001512,CUST000749,Mobile,Android,Xiaomi,0.2,True,False,False,True,2023-03-01,2023-03-01
DEV00001513,CUST000749,Mobile,Android,Xiaomi,0.2,True,False,False,True,2021-09-16,2021-09-16
DEV00001514,CUST000750,Mobile,Android,Vivo,0.22,True,False,False,True,2024-10-23,2024-10-23
DEV00001515,CUST000750,Laptop,Windows,HP,0.12,False,False,False,True,2025-08-19,2025-08-19
DEV00001516,CUST000750,Tablet,iOS,Apple,0.06,True,False,False,True,2021-09-01,2021-09-01
DEV00001517,CUST000751,Mobile,Android,Samsung,0.15,True,False,False,True,2022-03-28,2022-03-28
DEV00001518,CUST000751,Laptop,Windows,Asus,0.12,False,False,False,True,2023-06-09,2023-06-09
DEV00001519,CUST000752,Laptop,macOS,Apple,0.06,False,False,False,True,2020-07-30,2020-07-30
DEV00001520,CUST000752,Mobile,Android,Realme,0.22,True,False,False,True,2023-12-08,2023-12-08
DEV00001521,CUST000752,Tablet,Android,Samsung,0.18,True,False,False,True,2022-01-14,2022-01-14
DEV00001522,CUST000753,Mobile,Android,OnePlus,0.15,True,False,False,True,2021-02-16,2021-02-16
DEV00001523,CUST000753,Tablet,Android,Samsung,0.18,True,False,False,True,2023-10-01,2023-10-01
DEV00001524,CUST000754,Mobile,Android,Oppo,0.22,True,False,False,True,2025-12-06,2025-12-06
DEV00001525,CUST000754,Tablet,Android,Lenovo,0.18,True,False,False,True,2024-04-22,2024-04-22
DEV00001526,CUST000755,Mobile,Android,Xiaomi,0.2,True,False,False,True,2022-03-01,2022-03-01
DEV00001527,CUST000756,Laptop,Windows,HP,0.12,False,False,False,True,2022-04-07,2022-04-07
DEV00001528,CUST000756,Laptop,macOS,Apple,0.06,False,False,False,True,2024-09-08,2024-09-08
DEV00001529,CUST000757,Mobile,Android,Oppo,0.22,True,False,False,True,2024-11-21,2024-11-21
DEV00001530,CUST000758,Mobile,Android,OnePlus,0.15,True,False,False,True,2021-06-12,2021-06-12
DEV00001531,CUST000758,Laptop,Windows,Dell,0.1,False,False,False,True,2022-02-18,2022-02-18
DEV00001532,CUST000759,Laptop,macOS,Apple,0.06,False,False,False,True,2026-04-22,2026-04-22
DEV00001533,CUST000759,Mobile,Android,Realme,0.22,True,True,False,True,2022-01-23,2022-01-23
DEV00001534,CUST000760,Mobile,Android,Oppo,0.22,True,False,False,True,2023-05-27,2023-05-27
DEV00001535,CUST000760,Laptop,Windows,Asus,0.12,False,False,False,True,2021-05-02,2021-05-02
DEV00001536,CUST000761,Laptop,Windows,HP,0.12,False,False,False,False,2023-01-12,2023-01-12
DEV00001537,CUST000761,Tablet,Android,Lenovo,0.18,True,False,True,True,2022-05-10,2022-05-10
DEV00001538,CUST000762,Mobile,Android,Xiaomi,0.2,True,False,False,True,2021-07-01,2021-07-01
DEV00001539,CUST000762,Mobile,Android,Vivo,0.22,True,False,False,True,2020-08-22,2020-08-22
DEV00001540,CUST000763,Mobile,Android,Vivo,0.22,True,False,False,True,2026-01-10,2026-01-10
DEV00001541,CUST000763,Mobile,Android,Samsung,0.15,True,False,False,False,2021-03-11,2021-03-11
DEV00001542,CUST000764,Mobile,Android,Xiaomi,0.2,True,False,False,True,2023-08-21,2023-08-21
DEV00001543,CUST000764,Tablet,Android,Lenovo,0.18,True,False,False,True,2024-06-07,2024-06-07
DEV00001544,CUST000765,Mobile,iOS,Apple,0.05,True,False,False,True,2025-07-24,2025-07-24
DEV00001545,CUST000766,Mobile,Android,Samsung,0.15,True,True,False,True,2023-03-01,2023-03-01
DEV00001546,CUST000766,Laptop,macOS,Apple,0.06,False,False,False,True,2024-06-02,2024-06-02
DEV00001547,CUST000766,Tablet,iOS,Apple,0.06,True,False,False,False,2024-10-12,2024-10-12
DEV00001548,CUST000767,Mobile,Android,Realme,0.22,True,False,False,True,2021-02-12,2021-02-12
DEV00001549,CUST000768,Mobile,Android,Vivo,0.22,True,False,False,True,2023-01-01,2023-01-01
DEV00001550,CUST000769,Laptop,Windows,Lenovo,0.1,False,False,False,True,2020-12-14,2020-12-14
DEV00001551,CUST000769,Mobile,iOS,Apple,0.05,True,False,False,True,2024-12-24,2024-12-24
DEV00001552,CUST000770,Mobile,Android,Oppo,0.22,True,False,False,True,2026-02-04,2026-02-04
DEV00001553,CUST000770,Laptop,Windows,Lenovo,0.1,False,False,False,True,2023-04-30,2023-04-30
DEV00001554,CUST000771,Mobile,Android,Vivo,0.22,True,False,False,True,2024-10-15,2024-10-15
DEV00001555,CUST000772,Laptop,Windows,Lenovo,0.1,False,False,False,True,2021-03-27,2021-03-27
DEV00001556,CUST000773,Mobile,Android,Oppo,0.22,True,False,False,True,2020-12-13,2020-12-13
DEV00001557,CUST000774,Laptop,Windows,Asus,0.12,False,False,False,True,2021-09-07,2021-09-07
DEV00001558,CUST000774,Tablet,iOS,Apple,0.06,True,False,False,True,2023-03-21,2023-03-21
DEV00001559,CUST000775,Tablet,Android,Lenovo,0.18,True,False,False,True,2020-01-09,2020-01-09
DEV00001560,CUST000776,Laptop,Windows,Dell,0.1,False,False,False,True,2025-01-03,2025-01-03
DEV00001561,CUST000776,Laptop,Windows,Dell,0.1,False,False,False,True,2020-10-02,2020-10-02
DEV00001562,CUST000777,Mobile,Android,Realme,0.22,True,False,False,True,2022-01-14,2022-01-14
DEV00001563,CUST000778,Tablet,Android,Samsung,0.18,True,False,False,True,2021-07-20,2021-07-20
DEV00001564,CUST000778,Laptop,Windows,Lenovo,0.1,False,False,False,True,2024-09-10,2024-09-10
DEV00001565,CUST000779,Tablet,Android,Samsung,0.18,True,False,False,True,2025-11-28,2025-11-28
DEV00001566,CUST000779,Laptop,macOS,Apple,0.06,False,False,True,False,2020-12-23,2020-12-23
DEV00001567,CUST000780,Tablet,Android,Lenovo,0.18,True,False,False,True,2021-07-01,2021-07-01
DEV00001568,CUST000780,Mobile,Android,Oppo,0.22,True,False,False,True,2021-07-24,2021-07-24
DEV00001569,CUST000780,Laptop,Windows,Dell,0.1,False,False,False,True,2024-09-20,2024-09-20
DEV00001570,CUST000781,Laptop,Windows,HP,0.12,False,False,False,True,2024-03-26,2024-03-26
DEV00001571,CUST000781,Mobile,Android,OnePlus,0.15,True,False,False,True,2020-08-09,2020-08-09
DEV00001572,CUST000782,Tablet,Android,Samsung,0.18,True,False,False,True,2021-08-01,2021-08-01
DEV00001573,CUST000782,Mobile,Android,Samsung,0.15,True,False,False,True,2024-09-01,2024-09-01
DEV00001574,CUST000783,Mobile,Android,Vivo,0.22,True,False,False,True,2024-12-23,2024-12-23
DEV00001575,CUST000783,Mobile,iOS,Apple,0.05,True,False,False,True,2021-09-30,2021-09-30
DEV00001576,CUST000783,Tablet,Android,Lenovo,0.18,True,False,False,True,2021-12-11,2021-12-11
DEV00001577,CUST000784,Tablet,Android,Samsung,0.18,True,False,False,False,2022-07-20,2022-07-20
DEV00001578,CUST000784,Mobile,Android,Xiaomi,0.2,True,False,False,True,2025-11-06,2025-11-06
DEV00001579,CUST000785,Mobile,Android,Vivo,0.22,True,False,False,True,2022-01-22,2022-01-22
DEV00001580,CUST000786,Laptop,Windows,HP,0.12,False,False,False,True,2024-07-17,2024-07-17
DEV00001581,CUST000786,Tablet,Android,Samsung,0.18,True,False,False,True,2024-10-03,2024-10-03
DEV00001582,CUST000787,Mobile,Android,Oppo,0.22,True,False,False,True,2021-10-28,2021-10-28
DEV00001583,CUST000787,Laptop,Windows,Asus,0.12,False,False,False,True,2023-06-20,2023-06-20
DEV00001584,CUST000788,Mobile,Android,Samsung,0.15,True,False,False,True,2026-04-28,2026-04-28
DEV00001585,CUST000789,Tablet,Android,Lenovo,0.18,True,False,False,True,2023-03-02,2023-03-02
DEV00001586,CUST000789,Mobile,Android,Oppo,0.22,True,False,False,True,2024-05-19,2024-05-19
DEV00001587,CUST000789,Mobile,Android,Xiaomi,0.2,True,False,False,True,2021-02-02,2021-02-02
DEV00001588,CUST000790,Laptop,Windows,Dell,0.1,False,False,False,True,2025-05-07,2025-05-07
DEV00001589,CUST000790,Tablet,iOS,Apple,0.06,True,False,False,True,2021-09-12,2021-09-12
DEV00001590,CUST000791,Mobile,Android,Oppo,0.22,True,False,False,False,2021-10-21,2021-10-21
DEV00001591,CUST000792,Laptop,Windows,HP,0.12,False,False,False,True,2023-04-06,2023-04-06
DEV00001592,CUST000792,Laptop,Windows,Lenovo,0.1,False,False,False,True,2024-05-06,2024-05-06
DEV00001593,CUST000793,Mobile,Android,Oppo,0.22,True,False,False,True,2021-08-07,2021-08-07
DEV00001594,CUST000793,Laptop,Windows,HP,0.12,False,False,False,True,2020-12-23,2020-12-23
DEV00001595,CUST000793,Tablet,Android,Samsung,0.18,True,False,False,True,2023-04-25,2023-04-25
DEV00001596,CUST000794,Laptop,Windows,HP,0.12,False,False,False,True,2022-11-22,2022-11-22
DEV00001597,CUST000794,Tablet,iOS,Apple,0.06,True,False,False,True,2024-12-15,2024-12-15
DEV00001598,CUST000795,Mobile,Android,Xiaomi,0.2,True,False,False,True,2024-06-30,2024-06-30
DEV00001599,CUST000795,Laptop,macOS,Apple,0.06,False,False,False,False,2024-12-10,2024-12-10
DEV00001600,CUST000796,Laptop,macOS,Apple,0.06,False,False,False,False,2025-09-03,2025-09-03
DEV00001601,CUST000796,Mobile,Android,Xiaomi,0.2,True,False,False,True,2020-06-23,2020-06-23
DEV00001602,CUST000797,Mobile,Android,OnePlus,0.15,True,False,False,True,2023-04-05,2023-04-05
DEV00001603,CUST000798,Tablet,Android,Samsung,0.18,True,False,False,True,2023-11-30,2023-11-30
DEV00001604,CUST000798,Laptop,macOS,Apple,0.06,False,False,False,True,2025-03-19,2025-03-19
DEV00001605,CUST000798,Mobile,Android,Samsung,0.15,True,False,False,True,2024-06-13,2024-06-13
DEV00001606,CUST000799,Mobile,Android,Samsung,0.15,True,False,False,True,2022-05-20,2022-05-20
DEV00001607,CUST000799,Laptop,macOS,Apple,0.06,False,False,False,True,2020-06-05,2020-06-05
DEV00001608,CUST000800,Tablet,iOS,Apple,0.06,True,False,False,True,2024-04-06,2024-04-06
DEV00001609,CUST000800,Mobile,Android,Samsung,0.15,True,False,False,True,2025-04-23,2025-04-23
DEV00001610,CUST000800,Mobile,iOS,Apple,0.05,True,False,False,True,2024-09-28,2024-09-28
