transaction_id,timestamp,customer_id,device_id,merchant_id,merchant_category,transaction_type,amount,city,state,bank,status,is_fraud,fraud_type,risk_score,kafka_timestamp
TXN9FE800AC2FD9,2026-07-08T16:56:21.168677,CUST007896,DEV00016319,MER002467,App Store,UPI,1578.86,Bhubaneswar,Odisha,State Bank of India,SUCCESS,0,NONE,5,2026-07-08 11:26:21.168
TXN14219BFC6FA7,2026-07-08T16:56:22.918634,CUST009864,DEV00020408,MER001035,Fuel,UPI,3089.09,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,10,2026-07-08 11:26:22.918
TXNCAB6E551C18E,2026-07-08T16:24:02.864300,CUST005966,DEV00012345,MER000868,International,ATM,1253.88,Bengaluru,Karnataka,Axis Bank,SUCCESS,1,HIGH_RISK_MERCHANT,90,2026-07-08 10:54:02.864
TXN7A0C0110A2E1,2026-07-08T16:24:03.889853,CUST007273,DEV00015056,MER001088,E-Commerce,NET_BANKING,4552.49,Kochi,Kerala,State Bank of India,SUCCESS,1,HIGH_RISK_MERCHANT,81,2026-07-08 10:54:03.889
TXN25DFA540ADE7,2026-07-08T17:17:32.292690,CUST002786,DEV00005700,MER000122,Pharmacy,CARD,308.86,Visakhapatnam,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,9,2026-07-08 11:47:32.292
TXNEA5F83FE9DF8,2026-07-08T17:17:33.307527,CUST001555,DEV00003143,MER002041,E-Commerce,CARD,2220.12,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,0,NONE,6,2026-07-08 11:47:33.308
TXN63AE9B9DAD13,2026-07-08T16:58:35.425227,CUST007738,DEV00015997,MER002853,Travel,ATM,1090.89,Chennai,Tamil Nadu,Axis Bank,SUCCESS,0,NONE,16,2026-07-08 11:28:35.425
TXN016AB206C6EA,2026-07-08T16:41:27.124185,CUST000978,DEV00001970,MER003119,Streaming,CARD,11016.57,Nagpur,Maharashtra,State Bank of India,SUCCESS,0,NONE,9,2026-07-08 11:11:27.124
TXND3B7387F6B7C,2026-07-08T16:32:08.899920,CUST004466,DEV00009225,MER002937,Supermarket,UPI,1538.1,Vijayawada,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,17,2026-07-08 11:02:08.899
TXN5AD3105DADE2,2026-07-08T17:07:31.282572,CUST005250,DEV00010846,MER001688,E-Commerce,ATM,1818.34,Hyderabad,Telangana,Axis Bank,SUCCESS,0,NONE,19,2026-07-08 11:37:31.284
TXN5F2A5E4FA2F7,2026-07-08T16:26:54.024206,CUST003770,DEV00007780,MER003989,Fuel,ATM,6706.04,Pune,Maharashtra,Axis Bank,SUCCESS,0,NONE,21,2026-07-08 10:56:54.024
TXN2CCA9E1F5D9B,2026-07-08T16:44:01.975905,CUST005407,DEV00011174,MER000144,Fuel,UPI,2307.0,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,10,2026-07-08 11:14:01.975
TXN8465F58D2317,2026-07-08T17:00:51.094311,CUST004624,DEV00009554,MER001255,E-Commerce,ATM,1345.41,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,13,2026-07-08 11:30:51.094
TXN6F6AABCBDCEF,2026-07-08T16:46:03.434695,CUST007367,DEV00015252,MER002164,Telecom,ATM,1722.74,Hyderabad,Telangana,ICICI Bank,SUCCESS,1,NEW_DEVICE,81,2026-07-08 11:16:03.434
TXN0CEE117B3AB8,2026-07-08T16:34:27.679613,CUST001290,DEV00002621,MER000619,Charity,NET_BANKING,2456.79,Indore,Madhya Pradesh,Axis Bank,SUCCESS,1,IMPOSSIBLE_TRAVEL,95,2026-07-08 11:04:27.679
TXNA6FFB270AB77,2026-07-08T16:16:26.117231,CUST003972,DEV00008204,MER004682,Food Delivery,UPI,9402.96,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,17,2026-07-08 10:46:26.117
TXNE303E3F7DDBD,2026-07-08T16:16:27.135411,CUST004989,DEV00010333,MER001220,Charity,CARD,3517.24,Chandigarh,Chandigarh,Axis Bank,SUCCESS,0,NONE,9,2026-07-08 10:46:27.135
TXN7B62EA4FC8B5,2026-07-08T17:15:11.366496,CUST007667,DEV00015852,MER003451,Electronics,NET_BANKING,7595.73,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,6,2026-07-08 11:45:11.367
TXN7023D84947DE,2026-07-08T17:15:12.381894,CUST006107,DEV00012614,MER001566,Airlines,NET_BANKING,1288.9,Warangal,Telangana,State Bank of India,SUCCESS,0,NONE,15,2026-07-08 11:45:12.381
TXN72298948FE7B,2026-07-08T17:06:00.229596,CUST001077,DEV00002175,MER001954,Airlines,NET_BANKING,1674.89,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,0,NONE,8,2026-07-08 11:36:00.229
TXN29DFADB42350,2026-07-08T17:06:01.236213,CUST004341,DEV00008964,MER000345,Telecom,ATM,3825.97,Kolkata,West Bengal,State Bank of India,SUCCESS,0,NONE,17,2026-07-08 11:36:01.236
TXN8C94C4E31066,2026-07-08T16:35:23.345193,CUST007472,DEV00015460,MER002636,E-Commerce,NET_BANKING,2054.48,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,6,2026-07-08 11:05:23.345
TXNCDC0EC3B59A5,2026-07-08T16:14:35.405086,CUST008724,DEV00017998,MER004409,Telecom,NET_BANKING,3550.11,Hyderabad,Telangana,Axis Bank,SUCCESS,0,NONE,20,2026-07-08 10:44:35.405
TXN31648EF44000,2026-07-08T16:56:08.988700,CUST003029,DEV00006225,MER003414,Fuel,UPI,4671.43,Jaipur,Rajasthan,ICICI Bank,SUCCESS,0,NONE,14,2026-07-08 11:26:08.988
TXN4F0D6C50D07F,2026-07-08T17:21:25.975435,CUST006053,DEV00012516,MER004117,Crypto,ATM,3123.37,Hyderabad,Telangana,ICICI Bank,SUCCESS,0,NONE,22,2026-07-08 11:51:25.976
TXN332C952CCD41,2026-07-08T16:44:52.599365,CUST006436,DEV00013296,MER004478,Streaming,UPI,2027.14,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,20,2026-07-08 11:14:52.599
TXN915617E3D400,2026-07-08T16:31:34.482860,CUST002223,DEV00004510,MER000816,Pharmacy,UPI,4342.77,Pune,Maharashtra,Axis Bank,SUCCESS,0,NONE,15,2026-07-08 11:01:34.482
TXNC8C475653423,2026-07-08T16:52:04.120688,CUST008450,DEV00017415,MER002863,International,NET_BANKING,1711.25,Mumbai,Maharashtra,HDFC Bank,SUCCESS,0,NONE,24,2026-07-08 11:22:04.120
TXN48DD5B5ED0CA,2026-07-08T16:29:11.819572,CUST004307,DEV00008891,MER001448,Supermarket,CARD,4255.4,Kolkata,West Bengal,State Bank of India,SUCCESS,0,NONE,12,2026-07-08 10:59:11.819
TXN48B602A36272,2026-07-08T16:29:12.834436,CUST003432,DEV00007082,MER002464,Supermarket,CARD,10675.55,Indore,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,11,2026-07-08 10:59:12.834
TXN5D85FCD6DA56,2026-07-08T17:28:46.022274,CUST002157,DEV00004359,MER003137,Entertainment,CARD,1647.62,Kolkata,West Bengal,State Bank of India,SUCCESS,0,NONE,25,2026-07-08 11:58:46.022
TXN063362195B25,2026-07-08T17:28:47.040086,CUST007326,DEV00015170,MER000911,Fuel,ATM,2130.99,Hyderabad,Telangana,Axis Bank,SUCCESS,0,NONE,21,2026-07-08 11:58:47.040
TXNCFBBDD1856E3,2026-07-08T17:12:29.152246,CUST004818,DEV00009975,MER004198,Telecom,CARD,396.69,Nagpur,Maharashtra,ICICI Bank,SUCCESS,0,NONE,17,2026-07-08 11:42:29.152
TXNEB2FCADB3471,2026-07-08T16:21:30.785376,CUST007017,DEV00014511,MER000468,E-Commerce,NET_BANKING,8807.68,Mumbai,Maharashtra,HDFC Bank,SUCCESS,0,NONE,15,2026-07-08 10:51:30.785
TXN78DC90D2A056,2026-07-08T16:58:46.568544,CUST004037,DEV00008333,MER002150,App Store,UPI,975.47,Bhubaneswar,Odisha,ICICI Bank,SUCCESS,1,HIGH_RISK_MERCHANT,79,2026-07-08 11:28:46.568
TXN2D26D699E4BD,2026-07-08T17:15:00.200487,CUST006484,DEV00013406,MER002972,Pharmacy,ATM,3481.54,Pune,Maharashtra,ICICI Bank,SUCCESS,0,NONE,11,2026-07-08 11:45:00.200
TXN96ED94957851,2026-07-08T16:46:56.351634,CUST001988,DEV00004015,MER001758,Ride Sharing,ATM,866.67,Thiruvananthapuram,Kerala,HDFC Bank,SUCCESS,0,NONE,5,2026-07-08 11:16:56.351
TXNC698DCA6CD32,2026-07-08T17:03:24.347127,CUST005745,DEV00011880,MER004517,Entertainment,CARD,9705.68,Bengaluru,Karnataka,ICICI Bank,SUCCESS,0,NONE,6,2026-07-08 11:33:24.347
TXN4A0E298BEF6E,2026-07-08T16:37:42.525067,CUST000007,DEV00000016,MER004426,Supermarket,NET_BANKING,1884.87,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,12,2026-07-08 11:07:42.525
TXN3AD2FB090662,2026-07-08T17:26:10.358870,CUST005749,DEV00011886,MER002057,Fuel,ATM,849.64,Thiruvananthapuram,Kerala,Axis Bank,SUCCESS,0,NONE,7,2026-07-08 11:56:10.358
TXN5176DB80E31F,2026-07-08T17:26:11.373724,CUST003423,DEV00007063,MER002294,Charity,CARD,18606.15,Jaipur,Rajasthan,HDFC Bank,SUCCESS,0,NONE,16,2026-07-08 11:56:11.373
TXN0F3ECB7D1D46,2026-07-08T16:14:10.086768,CUST002072,DEV00004189,MER001569,International,NET_BANKING,3064.7,Pune,Maharashtra,ICICI Bank,SUCCESS,0,NONE,15,2026-07-08 10:44:10.086
TXN2000B17E382A,2026-07-08T16:14:11.094874,CUST007113,DEV00014726,MER002600,Crypto,NET_BANKING,963.88,Jaipur,Rajasthan,HDFC Bank,SUCCESS,0,NONE,13,2026-07-08 10:44:11.094
TXN3C9AFDF01A5D,2026-07-08T16:30:47.827772,CUST009716,DEV00020078,MER002813,Streaming,CARD,964.4,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,21,2026-07-08 11:00:47.827
TXNCD2DA2A4C962,2026-07-08T16:14:46.606533,CUST009595,DEV00019824,MER000032,Entertainment,UPI,6398.71,Kochi,Kerala,State Bank of India,SUCCESS,0,NONE,17,2026-07-08 10:44:46.606
TXN25B34C622EDB,2026-07-08T16:14:47.632033,CUST001155,DEV00002340,MER002016,Food Delivery,ATM,3182.4,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,1,HIGH_RISK_MERCHANT,88,2026-07-08 10:44:47.634
TXN5138075F87C1,2026-07-08T16:43:46.805888,CUST004529,DEV00009349,MER004763,Hotels,ATM,2865.24,Thiruvananthapuram,Kerala,HDFC Bank,SUCCESS,0,NONE,15,2026-07-08 11:13:46.805
TXNC97D5D33A7D7,2026-07-08T16:17:51.827842,CUST003853,DEV00007957,MER003373,Fuel,NET_BANKING,5292.23,Pune,Maharashtra,ICICI Bank,SUCCESS,0,NONE,13,2026-07-08 10:47:51.827
TXN82D09F66D688,2026-07-08T16:17:52.864892,CUST008197,DEV00016916,MER004782,Fuel,ATM,5922.98,Hyderabad,Telangana,HDFC Bank,SUCCESS,0,NONE,16,2026-07-08 10:47:52.864
TXN7E621BB09C83,2026-07-08T17:31:52.074958,CUST006661,DEV00013774,MER002062,E-Commerce,UPI,2349.74,Warangal,Telangana,Indian Bank,SUCCESS,0,NONE,9,2026-07-08 12:01:52.075
TXN335062008F3F,2026-07-08T16:42:35.966751,CUST002190,DEV00004437,MER002566,International,UPI,3187.06,Ahmedabad,Gujarat,ICICI Bank,SUCCESS,0,NONE,13,2026-07-08 11:12:35.966
TXNFC4709820274,2026-07-08T17:29:59.172208,CUST003963,DEV00008185,MER002937,Supermarket,ATM,31060.15,Delhi,Delhi,State Bank of India,SUCCESS,0,NONE,20,2026-07-08 11:59:59.172
TXNBD7B115DE1A1,2026-07-08T16:54:27.817121,CUST003189,DEV00006547,MER002979,Food Delivery,UPI,3107.11,Indore,Madhya Pradesh,ICICI Bank,SUCCESS,0,NONE,23,2026-07-08 11:24:27.817
TXN9C2BA29E3645,2026-07-08T17:10:55.701838,CUST006439,DEV00013301,MER003713,Food Delivery,CARD,2959.21,Nagpur,Maharashtra,State Bank of India,SUCCESS,0,NONE,11,2026-07-08 11:40:55.701
TXN47F15BEBE60E,2026-07-08T16:53:27.100087,CUST002492,DEV00005081,MER004805,Grocery,UPI,2251.87,Bengaluru,Karnataka,HDFC Bank,SUCCESS,0,NONE,15,2026-07-08 11:23:27.100
TXNE87B1628CC58,2026-07-08T17:26:23.551565,CUST000355,DEV00000723,MER002020,Charity,ATM,3799.73,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,14,2026-07-08 11:56:23.551
TXN4F7980ED1098,2026-07-08T17:32:23.609905,CUST004236,DEV00008750,MER000483,Hotels,UPI,85.89,Nagpur,Maharashtra,ICICI Bank,SUCCESS,0,NONE,16,2026-07-08 12:02:23.610
TXN10536A17F73E,2026-07-08T16:50:04.684277,CUST004107,DEV00008474,MER001167,Telecom,ATM,1388.7,Bhubaneswar,Odisha,HDFC Bank,SUCCESS,0,NONE,22,2026-07-08 11:20:04.684
TXN37D0DCD5A38C,2026-07-08T17:22:46.173858,CUST005707,DEV00011804,MER000819,Charity,ATM,1517.43,Thiruvananthapuram,Kerala,Axis Bank,SUCCESS,0,NONE,13,2026-07-08 11:52:46.173
TXN7E09FA54E53E,2026-07-08T16:28:06.174647,CUST005861,DEV00012136,MER000204,Charity,CARD,828.74,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,23,2026-07-08 10:58:06.174
TXN71523556566D,2026-07-08T16:28:07.199098,CUST009585,DEV00019804,MER003653,App Store,NET_BANKING,1463.9,Thiruvananthapuram,Kerala,Axis Bank,SUCCESS,0,NONE,16,2026-07-08 10:58:07.200
TXN5FD128B2AE6E,2026-07-08T17:07:54.561174,CUST007912,DEV00016347,MER001906,Fuel,NET_BANKING,4605.42,Nagpur,Maharashtra,HDFC Bank,SUCCESS,0,NONE,16,2026-07-08 11:37:54.561
TXN79D14E58FC78,2026-07-08T17:21:45.231069,CUST000174,DEV00000351,MER003885,Charity,ATM,3071.8,Delhi,Delhi,HDFC Bank,SUCCESS,1,HIGH_RISK_MERCHANT,87,2026-07-08 11:51:45.231
TXNC9A001897273,2026-07-08T16:55:37.640814,CUST000772,DEV00001555,MER004384,Food Delivery,UPI,3300.94,Visakhapatnam,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,8,2026-07-08 11:25:37.640
TXN1B2BF71432F0,2026-07-08T17:19:59.006558,CUST005829,DEV00012075,MER002533,Jewellery,ATM,5126.65,Visakhapatnam,Andhra Pradesh,ICICI Bank,SUCCESS,0,NONE,15,2026-07-08 11:49:59.006
TXNBE63D601B749,2026-07-08T16:39:24.706686,CUST001644,DEV00003317,MER003922,App Store,ATM,2686.37,Vijayawada,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,13,2026-07-08 11:09:24.706
TXN3158BE713BE1,2026-07-08T16:41:13.961974,CUST009084,DEV00018764,MER000380,Fuel,CARD,19017.7,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,12,2026-07-08 11:11:13.961
TXNE4865E7D355B,2026-07-08T17:35:43.931673,CUST003596,DEV00007422,MER000752,Food Delivery,UPI,721.03,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,5,2026-07-08 12:05:43.931
TXN286605DA37F8,2026-07-08T16:19:22.991629,CUST001831,DEV00003694,MER003664,Entertainment,CARD,4466.14,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,22,2026-07-08 10:49:22.991
TXNB071FFAD040D,2026-07-08T17:09:03.340387,CUST001424,DEV00002890,MER001783,Grocery,ATM,1618.38,Mumbai,Maharashtra,HDFC Bank,SUCCESS,0,NONE,12,2026-07-08 11:39:03.340
TXNB8E290D2251B,2026-07-08T16:32:53.475844,CUST004852,DEV00010041,MER003947,Entertainment,ATM,1858.02,Kochi,Kerala,State Bank of India,SUCCESS,0,NONE,21,2026-07-08 11:02:53.475
TXNB32BE554B0F4,2026-07-08T16:18:32.588072,CUST004463,DEV00009221,MER003881,Electronics,ATM,3657.73,Nagpur,Maharashtra,State Bank of India,SUCCESS,0,NONE,25,2026-07-08 10:48:32.588
TXN592B217F1FAD,2026-07-08T16:38:13.889443,CUST002430,DEV00004954,MER000898,Supermarket,NET_BANKING,3289.59,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,22,2026-07-08 11:08:13.889
TXN35BD7E1E9433,2026-07-08T17:29:35.915261,CUST002867,DEV00005874,MER002907,Fuel,UPI,1129.7,Kolkata,West Bengal,ICICI Bank,SUCCESS,0,NONE,24,2026-07-08 11:59:35.916
TXNC24CD6C6DFFC,2026-07-08T17:29:36.920629,CUST005820,DEV00012057,MER002768,Fuel,NET_BANKING,1250.58,Visakhapatnam,Andhra Pradesh,Axis Bank,SUCCESS,1,NEW_DEVICE,86,2026-07-08 11:59:36.920
TXN47304E560907,2026-07-08T16:57:53.957155,CUST001636,DEV00003305,MER000313,E-Commerce,NET_BANKING,4797.11,Nagpur,Maharashtra,Axis Bank,SUCCESS,0,NONE,15,2026-07-08 11:27:53.957
TXN06BA25093035,2026-07-08T17:09:27.631000,CUST009069,DEV00018732,MER004529,Jewellery,UPI,2909.9,Coimbatore,Tamil Nadu,ICICI Bank,SUCCESS,0,NONE,25,2026-07-08 11:39:27.631
TXN0DC587DCA16B,2026-07-08T17:25:01.461481,CUST004779,DEV00009886,MER000180,Streaming,CARD,1898.76,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,13,2026-07-08 11:55:01.462
TXN7AA60467EB07,2026-07-08T17:34:15.875287,CUST000069,DEV00000147,MER002636,E-Commerce,CARD,3137.83,Warangal,Telangana,State Bank of India,SUCCESS,0,NONE,15,2026-07-08 12:04:15.876
TXN5A42486ABC25,2026-07-08T16:42:34.944316,CUST007816,DEV00016163,MER004444,Pharmacy,UPI,1222.65,Bhopal,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,21,2026-07-08 11:12:34.944
TXND2552EF15857,2026-07-08T17:08:16.817082,CUST006586,DEV00013613,MER003619,Fuel,CARD,1150.81,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,13,2026-07-08 11:38:16.817
TXN4B465B6FDB60,2026-07-08T16:25:06.671742,CUST004257,DEV00008791,MER001065,Supermarket,NET_BANKING,3911.84,Nagpur,Maharashtra,HDFC Bank,SUCCESS,0,NONE,20,2026-07-08 10:55:06.671
TXN02B6839D17D2,2026-07-08T17:00:12.610514,CUST008866,DEV00018300,MER002372,Streaming,ATM,551.12,Visakhapatnam,Andhra Pradesh,ICICI Bank,SUCCESS,0,NONE,14,2026-07-08 11:30:12.610
TXN65C2598CE06E,2026-07-08T16:37:54.667994,CUST005680,DEV00011747,MER004356,Travel,NET_BANKING,1331.51,Mumbai,Maharashtra,HDFC Bank,SUCCESS,0,NONE,24,2026-07-08 11:07:54.667
TXNB981E04EF931,2026-07-08T17:18:57.805857,CUST004651,DEV00009611,MER000014,Hotels,NET_BANKING,3497.01,Hyderabad,Telangana,State Bank of India,SUCCESS,0,NONE,11,2026-07-08 11:48:57.805
TXNA708EF2BEA54,2026-07-08T16:22:27.699564,CUST001613,DEV00003261,MER002049,Streaming,NET_BANKING,1683.54,Vijayawada,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,14,2026-07-08 10:52:27.701
TXN751ABB540E94,2026-07-08T16:22:28.722464,CUST009057,DEV00018709,MER004243,Fuel,NET_BANKING,603.34,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,9,2026-07-08 10:52:28.722
TXN83FCC5001654,2026-07-08T16:42:17.739443,CUST004471,DEV00009235,MER000140,Airlines,CARD,2189.19,Hyderabad,Telangana,ICICI Bank,SUCCESS,0,NONE,9,2026-07-08 11:12:17.739
TXNA12D7A35189D,2026-07-08T16:42:18.744002,CUST001529,DEV00003090,MER001662,Luxury,ATM,726.99,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,8,2026-07-08 11:12:18.744
TXNF1A8B20ECF22,2026-07-08T16:30:55.949151,CUST003812,DEV00007874,MER001065,Supermarket,UPI,2334.62,Chandigarh,Chandigarh,Axis Bank,SUCCESS,0,NONE,17,2026-07-08 11:00:55.949
TXNE72E549FAB75,2026-07-08T16:44:33.378107,CUST004355,DEV00008999,MER004145,Crypto,NET_BANKING,4168.01,Chandigarh,Chandigarh,Axis Bank,SUCCESS,0,NONE,10,2026-07-08 11:14:33.378
TXN5396199F3A93,2026-07-08T16:17:02.895980,CUST004098,DEV00008456,MER000333,Electronics,ATM,3302.12,Chandigarh,Chandigarh,State Bank of India,SUCCESS,0,NONE,6,2026-07-08 10:47:02.896
TXN6F164B03D472,2026-07-08T16:17:03.913957,CUST005640,DEV00011660,MER003938,Streaming,NET_BANKING,7855.44,Coimbatore,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,10,2026-07-08 10:47:03.913
TXN45411A1D16A4,2026-07-08T17:15:39.830338,CUST005620,DEV00011624,MER002486,Food Delivery,UPI,2639.89,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,5,2026-07-08 11:45:39.830
TXNA97BAB1BBBA1,2026-07-08T17:15:40.849307,CUST007923,DEV00016368,MER002874,Electronics,NET_BANKING,1867.44,Warangal,Telangana,Canara Bank,SUCCESS,0,NONE,18,2026-07-08 11:45:40.850
TXN6A2B99A3F1EC,2026-07-08T17:35:00.324982,CUST006547,DEV00013533,MER003661,Fuel,UPI,4701.13,Bhubaneswar,Odisha,State Bank of India,SUCCESS,0,NONE,10,2026-07-08 12:05:00.324
TXN72C8A4F4F792,2026-07-08T16:33:17.782793,CUST002917,DEV00005979,MER003224,Ride Sharing,UPI,3509.58,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,23,2026-07-08 11:03:17.782
TXNAD2E28FA6BAB,2026-07-08T17:15:48.977372,CUST009528,DEV00019676,MER003514,Luxury,ATM,1386.35,Vijayawada,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,12,2026-07-08 11:45:48.977
TXNECEE261E58FA,2026-07-08T17:15:49.992381,CUST008518,DEV00017553,MER001264,App Store,UPI,1245.64,Coimbatore,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,22,2026-07-08 11:45:49.992
TXN009F46DFEBD0,2026-07-08T16:26:10.327915,CUST001370,DEV00002791,MER003575,Streaming,NET_BANKING,30768.32,Chennai,Tamil Nadu,Axis Bank,SUCCESS,0,NONE,17,2026-07-08 10:56:10.327
TXN951AF51F7285,2026-07-08T16:51:17.551801,CUST001768,DEV00003568,MER000134,E-Commerce,ATM,5920.99,Thiruvananthapuram,Kerala,Axis Bank,SUCCESS,0,NONE,22,2026-07-08 11:21:17.551
TXN49C57DD32124,2026-07-08T16:52:12.211971,CUST008264,DEV00017052,MER002833,E-Commerce,UPI,5101.22,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,13,2026-07-08 11:22:12.211
TXNFA6FA5A05D4E,2026-07-08T16:52:13.222983,CUST000554,DEV00001116,MER000755,Entertainment,NET_BANKING,1451.92,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,13,2026-07-08 11:22:13.222
TXNFB6BF1B9A667,2026-07-08T17:22:14.678313,CUST004030,DEV00008319,MER003092,Fuel,UPI,8778.49,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,9,2026-07-08 11:52:14.679
TXNF57EDF741207,2026-07-08T17:18:42.574227,CUST001066,DEV00002153,MER000913,Food Delivery,CARD,989.82,Mumbai,Maharashtra,ICICI Bank,SUCCESS,0,NONE,23,2026-07-08 11:48:42.574
TXN7CF76E792C45,2026-07-08T16:39:49.015901,CUST008485,DEV00017485,MER000013,Telecom,CARD,2676.18,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,21,2026-07-08 11:09:49.015
TXNB6770572E625,2026-07-08T16:38:20.974263,CUST007140,DEV00014784,MER002943,Entertainment,ATM,4422.21,Vijayawada,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,25,2026-07-08 11:08:20.974
TXNBA37C6AE57E6,2026-07-08T16:38:23.002676,CUST005151,DEV00010648,MER002131,Ride Sharing,UPI,2804.56,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,7,2026-07-08 11:08:23.002
TXN749AB0163E55,2026-07-08T16:20:13.810744,CUST007474,DEV00015464,MER001635,Fuel,ATM,4837.03,Nagpur,Maharashtra,ICICI Bank,SUCCESS,0,NONE,8,2026-07-08 10:50:13.810
TXNABB97A91CCBE,2026-07-08T16:48:30.514072,CUST002613,DEV00005341,MER004839,Ride Sharing,ATM,4243.55,Vijayawada,Andhra Pradesh,ICICI Bank,SUCCESS,0,NONE,5,2026-07-08 11:18:30.520
TXN22D9637BE2B2,2026-07-08T16:55:55.835606,CUST005811,DEV00012028,MER004573,Telecom,UPI,2533.53,Bhubaneswar,Odisha,Canara Bank,SUCCESS,0,NONE,23,2026-07-08 11:25:55.835
TXN4C175C9AA83F,2026-07-08T16:21:27.753892,CUST007313,DEV00015138,MER001069,Fuel,UPI,1373.69,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,0,NONE,18,2026-07-08 10:51:27.753
TXN34097710933C,2026-07-08T16:49:45.431794,CUST003884,DEV00008020,MER001416,Streaming,ATM,1765.46,Visakhapatnam,Andhra Pradesh,Axis Bank,SUCCESS,0,NONE,18,2026-07-08 11:19:45.431
TXN453103461724,2026-07-08T17:25:49.092799,CUST008808,DEV00018185,MER003050,Charity,NET_BANKING,1564.02,Coimbatore,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,20,2026-07-08 11:55:49.092
TXNB478E3ECBD3D,2026-07-08T17:21:48.274908,CUST009656,DEV00019957,MER000857,Crypto,CARD,6220.79,Jaipur,Rajasthan,HDFC Bank,SUCCESS,0,NONE,10,2026-07-08 11:51:48.274
TXN435342513E9E,2026-07-08T16:31:24.349463,CUST002322,DEV00004735,MER000262,Charity,ATM,491.97,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,9,2026-07-08 11:01:24.349
TXN500F74E81746,2026-07-08T16:38:44.242852,CUST006629,DEV00013704,MER004763,Hotels,ATM,5013.21,Kolkata,West Bengal,Axis Bank,SUCCESS,0,NONE,18,2026-07-08 11:08:44.242
TXN35B9AB408BED,2026-07-08T16:57:13.505829,CUST002249,DEV00004575,MER004897,Gaming,NET_BANKING,6963.8,Warangal,Telangana,State Bank of India,SUCCESS,0,NONE,9,2026-07-08 11:27:13.505
TXN635581F6BC67,2026-07-08T17:22:54.302631,CUST005467,DEV00011297,MER004205,Fuel,CARD,4027.55,Mumbai,Maharashtra,State Bank of India,SUCCESS,0,NONE,25,2026-07-08 11:52:54.302
TXNE964383279E5,2026-07-08T16:38:35.152899,CUST003232,DEV00006638,MER003283,Food Delivery,ATM,3843.95,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,7,2026-07-08 11:08:35.152
TXN1DD716072806,2026-07-08T17:34:56.289336,CUST007049,DEV00014581,MER000089,E-Commerce,CARD,876.0,Jaipur,Rajasthan,ICICI Bank,SUCCESS,0,NONE,16,2026-07-08 12:04:56.289
TXNA705A9B03DB9,2026-07-08T16:43:25.546657,CUST006452,DEV00013333,MER001870,Luxury,UPI,1385.06,Vijayawada,Andhra Pradesh,Axis Bank,SUCCESS,0,NONE,9,2026-07-08 11:13:25.546
